     Y                     1              2              3              4              5              6              7              8              9             10             11             12             13             14             15             16             17             18
          103  0.7950106E+03  0.8248837E+03  0.8536218E+03  0.8813002E+03  0.9077063E+03  0.9598073E+03  0.1015075E+04  0.1071468E+04  0.1128007E+04  0.1184145E+04  0.1239545E+04  0.1293986E+04  0.1347325E+04  0.1399548E+04  0.1427767E+04  0.1455553E+04  0.1482997E+04  0.1510138E+04
          104  0.8219319E+03  0.8525178E+03  0.8818542E+03  0.9101538E+03  0.9414163E+03  0.9903402E+03  0.1042654E+04  0.1096614E+04  0.1151180E+04  0.1205712E+04  0.1259802E+04  0.1313179E+04  0.1365662E+04  0.1417133E+04  0.1445656E+04  0.1473788E+04  0.1501599E+04  0.1529125E+04
          105  0.8535742E+03  0.8836391E+03  0.9131048E+03  0.9423134E+03  0.9717868E+03  0.1018935E+04  0.1069261E+04  0.1121395E+04  0.1174373E+04  0.1227550E+04  0.1280499E+04  0.1332928E+04  0.1384629E+04  0.1435411E+04  0.1464171E+04  0.1492579E+04  0.1520685E+04  0.1548522E+04
          106  0.8811004E+03  0.9104214E+03  0.9396847E+03  0.9692817E+03  0.9999651E+03  0.1045722E+04  0.1094802E+04  0.1145670E+04  0.1197443E+04  0.1249529E+04  0.1301520E+04  0.1353131E+04  0.1404173E+04  0.1454539E+04  0.1483510E+04  0.1512154E+04  0.1540495E+04  0.1568546E+04
          107  0.9069266E+03  0.9351531E+03  0.9637113E+03  0.9929291E+03  0.1023948E+04  0.1070616E+04  0.1119289E+04  0.1169399E+04  0.1220322E+04  0.1271568E+04  0.1322776E+04  0.1373690E+04  0.1424143E+04  0.1474068E+04  0.1503257E+04  0.1532117E+04  0.1560665E+04  0.1588904E+04
          108  0.9340206E+03  0.9606950E+03  0.9882401E+03  0.1016887E+04  0.1047526E+04  0.1094341E+04  0.1142914E+04  0.1192632E+04  0.1243002E+04  0.1293630E+04  0.1344216E+04  0.1394539E+04  0.1444447E+04  0.1493841E+04  0.1523227E+04  0.1552286E+04  0.1581029E+04  0.1609452E+04
          109  0.9602544E+03  0.9849654E+03  0.1011217E+04  0.1039113E+04  0.1069390E+04  0.1117005E+04  0.1165840E+04  0.1215465E+04  0.1265521E+04  0.1315718E+04  0.1365821E+04  0.1415651E+04  0.1465075E+04  0.1513984E+04  0.1543567E+04  0.1572821E+04  0.1601758E+04  0.1630385E+04
          110  0.9875674E+03  0.1010472E+04  0.1035116E+04  0.1061523E+04  0.1090185E+04  0.1138914E+04  0.1188275E+04  0.1238026E+04  0.1287953E+04  0.1337865E+04  0.1387599E+04  0.1437020E+04  0.1486031E+04  0.1534575E+04  0.1564362E+04  0.1593809E+04  0.1622924E+04  0.1651699E+04
          111  0.1016371E+04  0.1037525E+04  0.1060251E+04  0.1084523E+04  0.1110408E+04  0.1160422E+04  0.1210463E+04  0.1260477E+04  0.1310394E+04  0.1360125E+04  0.1409575E+04  0.1458653E+04  0.1507286E+04  0.1555438E+04  0.1585431E+04  0.1615072E+04  0.1644378E+04  0.1673356E+04
          112  0.1048913E+04  0.1068017E+04  0.1088252E+04  0.1109534E+04  0.1130427E+04  0.1181912E+04  0.1232670E+04  0.1282989E+04  0.1332954E+04  0.1382566E+04  0.1431790E+04  0.1480570E+04  0.1528852E+04  0.1576600E+04  0.1606792E+04  0.1636613E+04  0.1666100E+04  0.1695286E+04
          113  0.1079456E+04  0.1096683E+04  0.1114543E+04  0.1132941E+04  0.1151727E+04  0.1203886E+04  0.1255164E+04  0.1305732E+04  0.1355741E+04  0.1405259E+04  0.1454291E+04  0.1502809E+04  0.1550763E+04  0.1598080E+04  0.1628438E+04  0.1658409E+04  0.1688018E+04  0.1717239E+04
          114  0.1110383E+04  0.1125835E+04  0.1141537E+04  0.1157412E+04  0.1173245E+04  0.1226450E+04  0.1278127E+04  0.1328841E+04  0.1378849E+04  0.1428267E+04  0.1477127E+04  0.1525416E+04  0.1573088E+04  0.1620068E+04  0.1650566E+04  0.1680682E+04  0.1710455E+04  0.1739904E+04
          115  0.1141415E+04  0.1155344E+04  0.1169297E+04  0.1183220E+04  0.1196885E+04  0.1250039E+04  0.1301729E+04  0.1352414E+04  0.1402345E+04  0.1451639E+04  0.1500336E+04  0.1548426E+04  0.1595867E+04  0.1642605E+04  0.1673234E+04  0.1703482E+04  0.1733395E+04  0.1763041E+04
          116  0.1171499E+04  0.1184284E+04  0.1196994E+04  0.1209593E+04  0.1221915E+04  0.1274615E+04  0.1326001E+04  0.1376487E+04  0.1426260E+04  0.1475403E+04  0.1523943E+04  0.1571864E+04  0.1619111E+04  0.1665578E+04  0.1696344E+04  0.1726687E+04  0.1756623E+04  0.1786128E+04
          117  0.1201458E+04  0.1213466E+04  0.1225376E+04  0.1237166E+04  0.1248747E+04  0.1300084E+04  0.1350874E+04  0.1401032E+04  0.1450588E+04  0.1499564E+04  0.1547959E+04  0.1595746E+04  0.1642875E+04  0.1689246E+04  0.1720220E+04  0.1750674E+04  0.1780666E+04  0.1810201E+04
          118  0.1229623E+04  0.1241209E+04  0.1252705E+04  0.1264098E+04  0.1275347E+04  0.1325920E+04  0.1376167E+04  0.1425975E+04  0.1475298E+04  0.1524108E+04  0.1572375E+04  0.1620065E+04  0.1667148E+04  0.1713660E+04  0.1744667E+04  0.1775169E+04  0.1805215E+04  0.1834840E+04
          119  0.1256959E+04  0.1268340E+04  0.1279652E+04  0.1290891E+04  0.1302044E+04  0.1351973E+04  0.1401750E+04  0.1451238E+04  0.1500345E+04  0.1549009E+04  0.1597172E+04  0.1644784E+04  0.1691803E+04  0.1738217E+04  0.1769154E+04  0.1799632E+04  0.1829667E+04  0.1859263E+04
          120  0.1284035E+04  0.1295278E+04  0.1306470E+04  0.1317616E+04  0.1328712E+04  0.1378124E+04  0.1427523E+04  0.1476748E+04  0.1525683E+04  0.1574236E+04  0.1622331E+04  0.1669894E+04  0.1716860E+04  0.1763158E+04  0.1794150E+04  0.1824608E+04  0.1854634E+04  0.1884261E+04
          121  0.1311149E+04  0.1322203E+04  0.1333234E+04  0.1344251E+04  0.1355257E+04  0.1404285E+04  0.1453408E+04  0.1502448E+04  0.1551270E+04  0.1599764E+04  0.1647836E+04  0.1695397E+04  0.1742355E+04  0.1788617E+04  0.1819406E+04  0.1849737E+04  0.1879698E+04  0.1909323E+04
          122  0.1338360E+04  0.1349137E+04  0.1359930E+04  0.1370742E+04  0.1381582E+04  0.1430383E+04  0.1479348E+04  0.1528290E+04  0.1577068E+04  0.1625565E+04  0.1673675E+04  0.1721291E+04  0.1768305E+04  0.1814597E+04  0.1845088E+04  0.1875229E+04  0.1905082E+04  0.1934668E+04
          123  0.1365496E+04  0.1375966E+04  0.1386476E+04  0.1397028E+04  0.1407631E+04  0.1456376E+04  0.1505302E+04  0.1554238E+04  0.1603049E+04  0.1651618E+04  0.1699832E+04  0.1747575E+04  0.1794723E+04  0.1841135E+04  0.1871324E+04  0.1901249E+04  0.1930962E+04  0.1960480E+04
          124  0.1392421E+04  0.1402588E+04  0.1412806E+04  0.1423074E+04  0.1433403E+04  0.1482254E+04  0.1531250E+04  0.1580266E+04  0.1629187E+04  0.1677900E+04  0.1726293E+04  0.1774243E+04  0.1821613E+04  0.1868242E+04  0.1898103E+04  0.1927794E+04  0.1957341E+04  0.1986757E+04
          125  0.1419162E+04  0.1429046E+04  0.1438983E+04  0.1448968E+04  0.1459001E+04  0.1508039E+04  0.1557184E+04  0.1606355E+04  0.1655457E+04  0.1704389E+04  0.1753039E+04  0.1801283E+04  0.1848976E+04  0.1895942E+04  0.1925487E+04  0.1954933E+04  0.1984291E+04  0.2013570E+04
          126  0.1445620E+04  0.1455267E+04  0.1464969E+04  0.1474717E+04  0.1484504E+04  0.1533755E+04  0.1583102E+04  0.1632488E+04  0.1681837E+04  0.1731058E+04  0.1780046E+04  0.1828676E+04  0.1876803E+04  0.1924251E+04  0.1953493E+04  0.1982685E+04  0.2011835E+04  0.2040949E+04
          127  0.1471433E+04  0.1480980E+04  0.1490584E+04  0.1500232E+04  0.1509914E+04  0.1559410E+04  0.1608996E+04  0.1658644E+04  0.1708298E+04  0.1757877E+04  0.1807281E+04  0.1856389E+04  0.1905060E+04  0.1953128E+04  0.1982057E+04  0.2010984E+04  0.2039912E+04  0.2068842E+04
          128  0.1496382E+04  0.1506082E+04  0.1515802E+04  0.1525534E+04  0.1535273E+04  0.1585006E+04  0.1634850E+04  0.1684798E+04  0.1734807E+04  0.1784807E+04  0.1834704E+04  0.1884381E+04  0.1933699E+04  0.1982494E+04  0.2011104E+04  0.2039759E+04  0.2068454E+04  0.2097191E+04
          129  0.1520755E+04  0.1530734E+04  0.1540700E+04  0.1550653E+04  0.1560592E+04  0.1610533E+04  0.1660637E+04  0.1710911E+04  0.1761322E+04  0.1811803E+04  0.1862267E+04  0.1912601E+04  0.1962668E+04  0.2012303E+04  0.2040591E+04  0.2068973E+04  0.2097433E+04  0.2125969E+04
          130  0.1544876E+04  0.1555155E+04  0.1565409E+04  0.1575640E+04  0.1585855E+04  0.1635955E+04  0.1686315E+04  0.1736939E+04  0.1787791E+04  0.1838811E+04  0.1889913E+04  0.1940990E+04  0.1991910E+04  0.2042505E+04  0.2070485E+04  0.2098603E+04  0.2126833E+04  0.2155170E+04
          131  0.1569109E+04  0.1579616E+04  0.1590092E+04  0.1600547E+04  0.1610991E+04  0.1661210E+04  0.1711825E+04  0.1762820E+04  0.1814154E+04  0.1865766E+04  0.1917575E+04  0.1969480E+04  0.2021357E+04  0.2073053E+04  0.2100749E+04  0.2128618E+04  0.2156622E+04  0.2184758E+04
          132  0.1593639E+04  0.1604232E+04  0.1614791E+04  0.1625337E+04  0.1635892E+04  0.1686215E+04  0.1737093E+04  0.1788485E+04  0.1840340E+04  0.1892596E+04  0.1945175E+04  0.1997986E+04  0.2050920E+04  0.2103849E+04  0.2131287E+04  0.2158917E+04  0.2186703E+04  0.2214638E+04
          133  0.1618919E+04  0.1629225E+04  0.1639562E+04  0.1649945E+04  0.1660399E+04  0.1710867E+04  0.1762034E+04  0.1813855E+04  0.1866272E+04  0.1919219E+04  0.1972627E+04  0.2026415E+04  0.2080485E+04  0.2134714E+04  0.2161924E+04  0.2189335E+04  0.2216917E+04  0.2244659E+04
          134  0.1644562E+04  0.1654359E+04  0.1664255E+04  0.1674255E+04  0.1684374E+04  0.1735078E+04  0.1786561E+04  0.1838847E+04  0.1891866E+04  0.1945550E+04  0.1999837E+04  0.2054664E+04  0.2109947E+04  0.2165545E+04  0.2192501E+04  0.2219713E+04  0.2247115E+04  0.2274697E+04
          135  0.1670734E+04  0.1679983E+04  0.1689349E+04  0.1698828E+04  0.1708425E+04  0.1758794E+04  0.1810580E+04  0.1863373E+04  0.1917037E+04  0.1971496E+04  0.2026701E+04  0.2082621E+04  0.2139206E+04  0.2196232E+04  0.2223031E+04  0.2250066E+04  0.2277316E+04  0.2304776E+04
          136  0.1694426E+04  0.1703200E+04  0.1712097E+04  0.1721105E+04  0.1730209E+04  0.1781620E+04  0.1833963E+04  0.1887350E+04  0.1941704E+04  0.1996966E+04  0.2053109E+04  0.2110149E+04  0.2168177E+04  0.2227518E+04  0.2254109E+04  0.2280980E+04  0.2308085E+04  0.2335423E+04
          137  0.1717670E+04  0.1726172E+04  0.1734836E+04  0.1743639E+04  0.1752571E+04  0.1803864E+04  0.1856692E+04  0.1910715E+04  0.1965795E+04  0.2021874E+04  0.2078943E+04  0.2137042E+04  0.2196296E+04  0.2257124E+04  0.2283556E+04  0.2310293E+04  0.2337270E+04  0.2364467E+04
          138  0.1737555E+04  0.1746252E+04  0.1755099E+04  0.1764067E+04  0.1773180E+04  0.1825148E+04  0.1878672E+04  0.1933415E+04  0.1989256E+04  0.2046153E+04  0.2104119E+04  0.2163197E+04  0.2223414E+04  0.2284533E+04  0.2310855E+04  0.2337502E+04  0.2364421E+04  0.2391620E+04
          139  0.1753736E+04  0.1763199E+04  0.1772745E+04  0.1782352E+04  0.1792037E+04  0.1845477E+04  0.1899893E+04  0.1955426E+04  0.2012048E+04  0.2069754E+04  0.2128584E+04  0.2188622E+04  0.2249956E+04  0.2312455E+04  0.2338702E+04  0.2365266E+04  0.2392084E+04  0.2419138E+04
          140  0.1768485E+04  0.1779138E+04  0.1789845E+04  0.1800586E+04  0.1811349E+04  0.1865206E+04  0.1920422E+04  0.1976755E+04  0.2034157E+04  0.2092640E+04  0.2152278E+04  0.2213214E+04  0.2275740E+04  0.2340757E+04  0.2367002E+04  0.2393541E+04  0.2420352E+04  0.2447436E+04
          141  0.1780114E+04  0.1792104E+04  0.1804124E+04  0.1816161E+04  0.1828849E+04  0.1884102E+04  0.1940259E+04  0.1997418E+04  0.2055583E+04  0.2114793E+04  0.2175140E+04  0.2236782E+04  0.2299917E+04  0.2364569E+04  0.2390565E+04  0.2417002E+04  0.2443816E+04  0.2471024E+04
          142  0.1792066E+04  0.1805688E+04  0.1819293E+04  0.1832886E+04  0.1846501E+04  0.1902444E+04  0.1959477E+04  0.2017453E+04  0.2076352E+04  0.2136222E+04  0.2197172E+04  0.2259386E+04  0.2323117E+04  0.2388533E+04  0.2414468E+04  0.2440852E+04  0.2467608E+04  0.2494706E+04
          143  0.1802969E+04  0.1818020E+04  0.1833008E+04  0.1847960E+04  0.1862943E+04  0.1920122E+04  0.1978117E+04  0.2036913E+04  0.2096512E+04  0.2156964E+04  0.2218389E+04  0.2281002E+04  0.2345205E+04  0.2411992E+04  0.2438203E+04  0.2464728E+04  0.2491566E+04  0.2518718E+04
          144  0.1814567E+04  0.1830752E+04  0.1846854E+04  0.1862919E+04  0.1879024E+04  0.1937308E+04  0.1996268E+04  0.2055877E+04  0.2116135E+04  0.2177086E+04  0.2238838E+04  0.2301580E+04  0.2365593E+04  0.2431131E+04  0.2457457E+04  0.2484099E+04  0.2511025E+04  0.2538215E+04
          145  0.1827286E+04  0.1844206E+04  0.1861059E+04  0.1877888E+04  0.1894752E+04  0.1954090E+04  0.2014025E+04  0.2074443E+04  0.2135323E+04  0.2196696E+04  0.2258645E+04  0.2321322E+04  0.2384979E+04  0.2450001E+04  0.2476696E+04  0.2503590E+04  0.2530687E+04  0.2557989E+04
          146  0.1840724E+04  0.1858049E+04  0.1875334E+04  0.1892604E+04  0.1909895E+04  0.1970520E+04  0.2031493E+04  0.2092728E+04  0.2154203E+04  0.2215936E+04  0.2277974E+04  0.2340411E+04  0.2403444E+04  0.2467577E+04  0.2494564E+04  0.2521699E+04  0.2548955E+04  0.2576339E+04
          147  0.1854546E+04  0.1872083E+04  0.1889620E+04  0.1907157E+04  0.1924694E+04  0.1986751E+04  0.2048809E+04  0.2110866E+04  0.2172923E+04  0.2234981E+04  0.2297038E+04  0.2359096E+04  0.2421153E+04  0.2483210E+04  0.2510592E+04  0.2537975E+04  0.2565357E+04  0.2592739E+04
          148  0.1868201E+04  0.1885705E+04  0.1903209E+04  0.1920713E+04  0.1938217E+04  0.2000428E+04  0.2062640E+04  0.2124851E+04  0.2187063E+04  0.2249274E+04  0.2311486E+04  0.2373697E+04  0.2435909E+04  0.2498121E+04  0.2525737E+04  0.2553354E+04  0.2580971E+04  0.2608587E+04
          149  0.1882083E+04  0.1899472E+04  0.1916860E+04  0.1934248E+04  0.1951637E+04  0.2013952E+04  0.2076267E+04  0.2138582E+04  0.2200897E+04  0.2263212E+04  0.2325527E+04  0.2387842E+04  0.2450157E+04  0.2512472E+04  0.2540311E+04  0.2568150E+04  0.2595989E+04  0.2623828E+04
     Y                     1              2              3              4              5              6              7              8              9             10             11             12             13             14             15             16             17             18             19             20             21             22             23             24             25             26             27             28
            1 -0.1884410E+02  0.4622268E+01  0.2808863E+02  0.5155500E+02  0.7502136E+02  0.1141204E+03  0.1532195E+03  0.1923186E+03  0.2314176E+03  0.2705167E+03  0.3096158E+03  0.3487149E+03  0.3878139E+03  0.4269130E+03  0.4660121E+03  0.5051111E+03  0.5442102E+03  0.5833093E+03  0.6224083E+03  0.6615074E+03  0.7006065E+03  0.7397055E+03  0.7788046E+03  0.8179037E+03  0.8413578E+03  0.8648119E+03  0.8882660E+03  0.9117202E+03
            2 -0.1848011E+02  0.5239621E+01  0.2895935E+02  0.5267908E+02  0.7639880E+02  0.1150986E+03  0.1537984E+03  0.1924983E+03  0.2311981E+03  0.2698979E+03  0.3085977E+03  0.3472975E+03  0.3859973E+03  0.4246971E+03  0.4633970E+03  0.5020968E+03  0.5407966E+03  0.5794964E+03  0.6181962E+03  0.6568960E+03  0.6955959E+03  0.7342957E+03  0.7729955E+03  0.8116953E+03  0.8347534E+03  0.8578115E+03  0.8808696E+03  0.9039277E+03
            3 -0.1803290E+02  0.6209737E+01  0.3045304E+02  0.5468130E+02  0.7886362E+02  0.1169358E+03  0.1550090E+03  0.1930821E+03  0.2311563E+03  0.2692329E+03  0.3073128E+03  0.3453964E+03  0.3834840E+03  0.4215755E+03  0.4596709E+03  0.4977703E+03  0.5358740E+03  0.5739830E+03  0.6120990E+03  0.6502249E+03  0.6883655E+03  0.7265271E+03  0.7647165E+03  0.8029341E+03  0.8254672E+03  0.8480991E+03  0.8708123E+03  0.8936068E+03
            4 -0.1774334E+02  0.7024387E+01  0.3180052E+02  0.5656902E+02  0.8130481E+02  0.1187708E+03  0.1562194E+03  0.1936634E+03  0.2311093E+03  0.2685609E+03  0.3060199E+03  0.3434871E+03  0.3809625E+03  0.4184458E+03  0.4559366E+03  0.4934348E+03  0.5309406E+03  0.5684551E+03  0.6059810E+03  0.6435230E+03  0.6810900E+03  0.7186972E+03  0.7563735E+03  0.7941783E+03  0.8163424E+03  0.8386275E+03  0.8610204E+03  0.8835290E+03
            5 -0.1758638E+02  0.7759207E+01  0.3312378E+02  0.5849288E+02  0.8384874E+02  0.1206466E+03  0.1574407E+03  0.1942401E+03  0.2310498E+03  0.2678726E+03  0.3047094E+03  0.3415602E+03  0.3784243E+03  0.4153003E+03  0.4521872E+03  0.4890836E+03  0.5259890E+03  0.5629036E+03  0.5998288E+03  0.6367682E+03  0.6737278E+03  0.7107173E+03  0.7477498E+03  0.7848381E+03  0.8066287E+03  0.8285411E+03  0.8505632E+03  0.8727134E+03
            6 -0.1759049E+02  0.8380131E+01  0.3438210E+02  0.6040375E+02  0.8643309E+02  0.1225307E+03  0.1586502E+03  0.1947935E+03  0.2309613E+03  0.2671534E+03  0.3033685E+03  0.3396049E+03  0.3758603E+03  0.4121320E+03  0.4484172E+03  0.4847133E+03  0.5210180E+03  0.5573294E+03  0.5936467E+03  0.6299701E+03  0.6663016E+03  0.7026449E+03  0.7390060E+03  0.7753933E+03  0.7967733E+03  0.8182399E+03  0.8397960E+03  0.8614647E+03
            7 -0.1778096E+02  0.8846927E+01  0.3551990E+02  0.6222935E+02  0.8897440E+02  0.1243661E+03  0.1598070E+03  0.1952925E+03  0.2308191E+03  0.2663832E+03  0.3019810E+03  0.3376084E+03  0.3732611E+03  0.4089344E+03  0.4446239E+03  0.4803247E+03  0.5160324E+03  0.5517426E+03  0.5874512E+03  0.6231547E+03  0.6588500E+03  0.6945346E+03  0.7302061E+03  0.7658616E+03  0.7867195E+03  0.8076236E+03  0.8285854E+03  0.8496280E+03
            8 -0.1816802E+02  0.9134119E+01  0.3649584E+02  0.6391143E+02  0.9139357E+02  0.1260932E+03  0.1608646E+03  0.1957004E+03  0.2305939E+03  0.2655387E+03  0.3005283E+03  0.3355564E+03  0.3706164E+03  0.4057018E+03  0.4408057E+03  0.4759213E+03  0.5110415E+03  0.5461591E+03  0.5812668E+03  0.6163569E+03  0.6514215E+03  0.6864524E+03  0.7214403E+03  0.7563752E+03  0.7765795E+03  0.7967926E+03  0.8170316E+03  0.8373134E+03
            9 -0.1877022E+02  0.9211968E+01  0.3727083E+02  0.6540337E+02  0.9363654E+02  0.1276619E+03  0.1617794E+03  0.1959801E+03  0.2302548E+03  0.2645945E+03  0.2989903E+03  0.3334336E+03  0.3679158E+03  0.4024281E+03  0.4369618E+03  0.4715077E+03  0.5060562E+03  0.5405975E+03  0.5751207E+03  0.6096145E+03  0.6440663E+03  0.6784626E+03  0.7127885E+03  0.7470280E+03  0.7664774E+03  0.7858996E+03  0.8053193E+03  0.8247471E+03
           10 -0.1960997E+02  0.9047062E+01  0.3780391E+02  0.6665992E+02  0.9565732E+02  0.1290259E+03  0.1625089E+03  0.1960945E+03  0.2297703E+03  0.2635246E+03  0.2973460E+03  0.3312239E+03  0.3651477E+03  0.3991069E+03  0.4330907E+03  0.4670880E+03  0.5010872E+03  0.5350756E+03  0.5690396E+03  0.6029642E+03  0.6368327E+03  0.6706261E+03  0.7043236E+03  0.7379018E+03  0.7565282E+03  0.7750928E+03  0.7936291E+03  0.8121428E+03
           11 -0.2072361E+02  0.8595720E+01  0.3804361E+02  0.6762070E+02  0.9740642E+02  0.1301338E+03  0.1630080E+03  0.1960055E+03  0.2291087E+03  0.2623026E+03  0.2955740E+03  0.3289104E+03  0.3622997E+03  0.3957299E+03  0.4291890E+03  0.4626643E+03  0.4961422E+03  0.5296084E+03  0.5630466E+03  0.5964389E+03  0.6297649E+03  0.6630012E+03  0.6961200E+03  0.7290883E+03  0.7468689E+03  0.7645400E+03  0.7821586E+03  0.7997259E+03
           12 -0.2217275E+02  0.7801660E+01  0.3793535E+02  0.6822629E+02  0.9874382E+02  0.1309095E+03  0.1632265E+03  0.1956756E+03  0.2282397E+03  0.2609036E+03  0.2936533E+03  0.3264756E+03  0.3593578E+03  0.3922871E+03  0.4252504E+03  0.4582343E+03  0.4912242E+03  0.5242044E+03  0.5571573E+03  0.5900631E+03  0.6228990E+03  0.6556387E+03  0.6882511E+03  0.7206995E+03  0.7375817E+03  0.7543408E+03  0.7710296E+03  0.7876436E+03
           13 -0.2402246E+02  0.6609407E+01  0.3743233E+02  0.6843810E+02  0.9968530E+02  0.1313370E+03  0.1631405E+03  0.1950798E+03  0.2271395E+03  0.2593055E+03  0.2915640E+03  0.3239020E+03  0.3563066E+03  0.3887651E+03  0.4212642E+03  0.4537904E+03  0.4863288E+03  0.5188634E+03  0.5513764E+03  0.5838474E+03  0.6162530E+03  0.6485659E+03  0.6807536E+03  0.7127770E+03  0.7287721E+03  0.7446408E+03  0.7604306E+03  0.7761310E+03
           14 -0.2634239E+02  0.4964503E+01  0.3649654E+02  0.6823856E+02  0.1002336E+03  0.1314095E+03  0.1627364E+03  0.1942009E+03  0.2257897E+03  0.2574894E+03  0.2892874E+03  0.3211712E+03  0.3531285E+03  0.3851471E+03  0.4172145E+03  0.4493175E+03  0.4814421E+03  0.5135731E+03  0.5456936E+03  0.5777842E+03  0.6098229E+03  0.6417835E+03  0.6736353E+03  0.7053411E+03  0.7205068E+03  0.7355643E+03  0.7505437E+03  0.7654300E+03
           15 -0.2919656E+02  0.2815014E+01  0.3509092E+02  0.6760834E+02  0.1003927E+03  0.1311225E+03  0.1620042E+03  0.1930256E+03  0.2241744E+03  0.2554382E+03  0.2868053E+03  0.3182641E+03  0.3498035E+03  0.3814124E+03  0.4130794E+03  0.4447927E+03  0.4765401E+03  0.5083081E+03  0.5400819E+03  0.5718449E+03  0.6035779E+03  0.6352590E+03  0.6668617E+03  0.6983552E+03  0.7128182E+03  0.7272030E+03  0.7415204E+03  0.7557550E+03
           16 -0.3264485E+02  0.1124869E+00  0.3317918E+02  0.6652421E+02  0.1001641E+03  0.1304677E+03  0.1609325E+03  0.1915408E+03  0.2222790E+03  0.2531354E+03  0.2840992E+03  0.3151604E+03  0.3463091E+03  0.3775358E+03  0.4088310E+03  0.4401850E+03  0.4715878E+03  0.5030288E+03  0.5344964E+03  0.5659781E+03  0.5974594E+03  0.6289239E+03  0.6603526E+03  0.6917231E+03  0.7056699E+03  0.7195608E+03  0.7333896E+03  0.7471388E+03
           17 -0.3676395E+02 -0.3206747E+01  0.3071231E+02  0.6494722E+02  0.9946972E+02  0.1294144E+03  0.1595056E+03  0.1897340E+03  0.2200904E+03  0.2505658E+03  0.2811513E+03  0.3118389E+03  0.3426206E+03  0.3734888E+03  0.4044362E+03  0.4354559E+03  0.4665405E+03  0.4976831E+03  0.5288763E+03  0.5601122E+03  0.5913824E+03  0.6226776E+03  0.6539876E+03  0.6853009E+03  0.6989422E+03  0.7125503E+03  0.7261084E+03  0.7395984E+03
           18 -0.4163355E+02 -0.7204370E+01  0.2765084E+02  0.6286881E+02  0.9838738E+02  0.1279912E+03  0.1577316E+03  0.1876035E+03  0.2176008E+03  0.2477168E+03  0.2779449E+03  0.3082787E+03  0.3387125E+03  0.3692406E+03  0.3998584E+03  0.4305615E+03  0.4613462E+03  0.4922092E+03  0.5231476E+03  0.5541592E+03  0.5852418E+03  0.6163939E+03  0.6476144E+03  0.6789033E+03  0.6924664E+03  0.7060177E+03  0.7195399E+03  0.7330173E+03
           19 -0.4716761E+02 -0.1180669E+02  0.2405998E+02  0.6034474E+02  0.9694664E+02  0.1262158E+03  0.1556181E+03  0.1851493E+03  0.2148044E+03  0.2445779E+03  0.2744648E+03  0.3044601E+03  0.3345597E+03  0.3647603E+03  0.3950595E+03  0.4254558E+03  0.4559489E+03  0.4865395E+03  0.5172294E+03  0.5480217E+03  0.5789209E+03  0.6099324E+03  0.6410632E+03  0.6723219E+03  0.6860494E+03  0.6997762E+03  0.7134833E+03  0.7271529E+03
           20 -0.5383678E+02 -0.1739493E+02  0.1965747E+02  0.5720956E+02  0.9514970E+02  0.1240899E+03  0.1531646E+03  0.1823682E+03  0.2116951E+03  0.2411399E+03  0.2706981E+03  0.3003656E+03  0.3301399E+03  0.3600193E+03  0.3900036E+03  0.4200940E+03  0.4502935E+03  0.4806065E+03  0.5110395E+03  0.5416011E+03  0.5723017E+03  0.6031538E+03  0.6341720E+03  0.6653722E+03  0.6795089E+03  0.6936579E+03  0.7077996E+03  0.7219167E+03
           21 -0.6144257E+02 -0.2379854E+02  0.1458166E+02  0.5354893E+02  0.9298217E+02  0.1216024E+03  0.1503636E+03  0.1792546E+03  0.2082676E+03  0.2373962E+03  0.2666357E+03  0.2959828E+03  0.3254359E+03  0.3549946E+03  0.3846606E+03  0.4144374E+03  0.4443307E+03  0.4743486E+03  0.5045017E+03  0.5348036E+03  0.5652711E+03  0.5959240E+03  0.6267853E+03  0.6578804E+03  0.6726504E+03  0.6874745E+03  0.7023055E+03  0.7171250E+03
           22 -0.7007350E+02 -0.3104393E+02  0.8830962E+01  0.4935335E+02  0.9038164E+02  0.1187268E+03  0.1472043E+03  0.1758048E+03  0.2045208E+03  0.2333461E+03  0.2622759E+03  0.2913076E+03  0.3204398E+03  0.3496734E+03  0.3790113E+03  0.4084588E+03  0.4380236E+03  0.4677166E+03  0.4975520E+03  0.5275477E+03  0.5577264E+03  0.5881153E+03  0.6187474E+03  0.6496632E+03  0.6652558E+03  0.6810106E+03  0.6967929E+03  0.7125793E+03
           23 -0.7995660E+02 -0.3922253E+02  0.2369700E+01  0.4461440E+02  0.8737905E+02  0.1154777E+03  0.1436971E+03  0.1720289E+03  0.2004654E+03  0.2290002E+03  0.2576286E+03  0.2863479E+03  0.3151571E+03  0.3440575E+03  0.3730526E+03  0.4021485E+03  0.4313543E+03  0.4606824E+03  0.4901490E+03  0.5197752E+03  0.5495873E+03  0.5796177E+03  0.6099027E+03  0.6404749E+03  0.6571103E+03  0.6740699E+03  0.6910864E+03  0.7081288E+03
