     Y                     1              2              3              4              5              6              7              8              9             10             11             12             13             14             15             16             17             18
          132  0.1599599E+04  0.1610139E+04  0.1620660E+04  0.1631181E+04  0.1641727E+04  0.1665307E+04  0.1689062E+04  0.1712981E+04  0.1737055E+04  0.1761278E+04  0.1785642E+04  0.1810141E+04  0.1834766E+04  0.1859513E+04  0.1884372E+04  0.1909338E+04  0.1934401E+04  0.1959555E+04  0.1984790E+04  0.2010098E+04  0.2035469E+04  0.2060892E+04  0.2086360E+04  0.2111865E+04  0.2139232E+04  0.2166804E+04  0.2194536E+04  0.2222421E+04
          133  0.1624699E+04  0.1634893E+04  0.1645135E+04  0.1655438E+04  0.1665835E+04  0.1689490E+04  0.1713354E+04  0.1737414E+04  0.1761660E+04  0.1786082E+04  0.1810672E+04  0.1835423E+04  0.1860326E+04  0.1885376E+04  0.1910564E+04  0.1935885E+04  0.1961332E+04  0.1986898E+04  0.2012575E+04  0.2038355E+04  0.2064229E+04  0.2090187E+04  0.2116216E+04  0.2142306E+04  0.2169439E+04  0.2196800E+04  0.2224337E+04  0.2252038E+04
          134  0.1649932E+04  0.1659613E+04  0.1669400E+04  0.1679295E+04  0.1689324E+04  0.1713099E+04  0.1737106E+04  0.1761335E+04  0.1785776E+04  0.1810419E+04  0.1835256E+04  0.1860279E+04  0.1885479E+04  0.1910850E+04  0.1936386E+04  0.1962081E+04  0.1987930E+04  0.2013929E+04  0.2040070E+04  0.2066349E+04  0.2092757E+04  0.2119282E+04  0.2145898E+04  0.2172543E+04  0.2199458E+04  0.2226630E+04  0.2253997E+04  0.2281551E+04
          135  0.1674808E+04  0.1683979E+04  0.1693262E+04  0.1702655E+04  0.1712164E+04  0.1736076E+04  0.1760250E+04  0.1784673E+04  0.1809335E+04  0.1834223E+04  0.1859329E+04  0.1884642E+04  0.1910156E+04  0.1935865E+04  0.1961764E+04  0.1987848E+04  0.2014114E+04  0.2040559E+04  0.2067182E+04  0.2093981E+04  0.2120959E+04  0.2148121E+04  0.2175496E+04  0.2203162E+04  0.2229865E+04  0.2256864E+04  0.2284083E+04  0.2311520E+04
          136  0.1698816E+04  0.1707490E+04  0.1716304E+04  0.1725241E+04  0.1734281E+04  0.1758345E+04  0.1782713E+04  0.1807361E+04  0.1832272E+04  0.1857431E+04  0.1882827E+04  0.1908451E+04  0.1934295E+04  0.1960355E+04  0.1986627E+04  0.2013108E+04  0.2039797E+04  0.2066695E+04  0.2093801E+04  0.2121117E+04  0.2148642E+04  0.2176369E+04  0.2204276E+04  0.2232278E+04  0.2258809E+04  0.2285657E+04  0.2312738E+04  0.2340044E+04
          137  0.1720518E+04  0.1729047E+04  0.1737729E+04  0.1746547E+04  0.1755492E+04  0.1779792E+04  0.1804416E+04  0.1829336E+04  0.1854533E+04  0.1879992E+04  0.1905701E+04  0.1931653E+04  0.1957840E+04  0.1984260E+04  0.2010910E+04  0.2037791E+04  0.2064903E+04  0.2092250E+04  0.2119836E+04  0.2147669E+04  0.2175758E+04  0.2204119E+04  0.2232786E+04  0.2261855E+04  0.2288233E+04  0.2314954E+04  0.2341923E+04  0.2369126E+04
          138  0.1740008E+04  0.1748730E+04  0.1757607E+04  0.1766604E+04  0.1775717E+04  0.1800366E+04  0.1825317E+04  0.1850560E+04  0.1876081E+04  0.1901869E+04  0.1927913E+04  0.1954207E+04  0.1980747E+04  0.2007531E+04  0.2034558E+04  0.2061832E+04  0.2089357E+04  0.2117139E+04  0.2145187E+04  0.2173510E+04  0.2202117E+04  0.2231011E+04  0.2260176E+04  0.2289529E+04  0.2315804E+04  0.2342437E+04  0.2369341E+04  0.2396527E+04
          139  0.1756243E+04  0.1765881E+04  0.1775584E+04  0.1785333E+04  0.1795118E+04  0.1820122E+04  0.1845433E+04  0.1871033E+04  0.1896908E+04  0.1923047E+04  0.1949443E+04  0.1976090E+04  0.2002986E+04  0.2030132E+04  0.2057528E+04  0.2085181E+04  0.2113099E+04  0.2141291E+04  0.2169772E+04  0.2198559E+04  0.2227674E+04  0.2257149E+04  0.2287040E+04  0.2317476E+04  0.2343685E+04  0.2370234E+04  0.2397029E+04  0.2424035E+04
          140  0.1770072E+04  0.1780891E+04  0.1791762E+04  0.1802664E+04  0.1813626E+04  0.1839056E+04  0.1864773E+04  0.1890765E+04  0.1917020E+04  0.1943530E+04  0.1970290E+04  0.1997295E+04  0.2024545E+04  0.2052043E+04  0.2079792E+04  0.2107801E+04  0.2136080E+04  0.2164644E+04  0.2193509E+04  0.2222698E+04  0.2252230E+04  0.2282125E+04  0.2312383E+04  0.2342935E+04  0.2369179E+04  0.2395720E+04  0.2422541E+04  0.2449652E+04
          141  0.1782130E+04  0.1794392E+04  0.1806677E+04  0.1818974E+04  0.1831334E+04  0.1857220E+04  0.1883378E+04  0.1909789E+04  0.1936446E+04  0.1963341E+04  0.1990471E+04  0.2017834E+04  0.2045431E+04  0.2073266E+04  0.2101344E+04  0.2129676E+04  0.2158275E+04  0.2187159E+04  0.2216351E+04  0.2245877E+04  0.2275774E+04  0.2306090E+04  0.2336902E+04  0.2368363E+04  0.2394273E+04  0.2420679E+04  0.2447482E+04  0.2474691E+04
          142  0.1793163E+04  0.1806932E+04  0.1820679E+04  0.1834411E+04  0.1848200E+04  0.1874662E+04  0.1901306E+04  0.1928161E+04  0.1955233E+04  0.1982522E+04  0.2010025E+04  0.2037741E+04  0.2065672E+04  0.2093823E+04  0.2122200E+04  0.2150814E+04  0.2179682E+04  0.2208823E+04  0.2238261E+04  0.2268025E+04  0.2298149E+04  0.2328669E+04  0.2359606E+04  0.2390932E+04  0.2416877E+04  0.2443265E+04  0.2470016E+04  0.2497095E+04
          143  0.1804296E+04  0.1819481E+04  0.1834599E+04  0.1849682E+04  0.1864853E+04  0.1891627E+04  0.1918676E+04  0.1945957E+04  0.1973446E+04  0.2001132E+04  0.2029008E+04  0.2057070E+04  0.2085320E+04  0.2113762E+04  0.2142404E+04  0.2171257E+04  0.2200336E+04  0.2229662E+04  0.2259261E+04  0.2289165E+04  0.2319417E+04  0.2350075E+04  0.2381223E+04  0.2413013E+04  0.2439235E+04  0.2465769E+04  0.2492612E+04  0.2519770E+04
          144  0.1815748E+04  0.1832003E+04  0.1848177E+04  0.1864315E+04  0.1880538E+04  0.1907875E+04  0.1935444E+04  0.1963208E+04  0.1991144E+04  0.2019242E+04  0.2047494E+04  0.2075897E+04  0.2104451E+04  0.2133160E+04  0.2162031E+04  0.2191075E+04  0.2220305E+04  0.2249740E+04  0.2279404E+04  0.2309327E+04  0.2339543E+04  0.2370095E+04  0.2401024E+04  0.2432358E+04  0.2458690E+04  0.2485339E+04  0.2512270E+04  0.2539462E+04
          145  0.1827895E+04  0.1844834E+04  0.1861706E+04  0.1878555E+04  0.1895455E+04  0.1923535E+04  0.1951716E+04  0.1980013E+04  0.2008427E+04  0.2036951E+04  0.2065583E+04  0.2094321E+04  0.2123165E+04  0.2152118E+04  0.2181187E+04  0.2210378E+04  0.2239703E+04  0.2269177E+04  0.2298819E+04  0.2328655E+04  0.2358715E+04  0.2389041E+04  0.2419679E+04  0.2450681E+04  0.2477368E+04  0.2504272E+04  0.2531375E+04  0.2558681E+04
          146  0.1841096E+04  0.1858427E+04  0.1875719E+04  0.1892997E+04  0.1910303E+04  0.1938945E+04  0.1967697E+04  0.1996528E+04  0.2025426E+04  0.2054383E+04  0.2083396E+04  0.2112464E+04  0.2141587E+04  0.2170767E+04  0.2200006E+04  0.2229310E+04  0.2258684E+04  0.2288138E+04  0.2317682E+04  0.2347336E+04  0.2377122E+04  0.2407080E+04  0.2437275E+04  0.2467827E+04  0.2494820E+04  0.2521958E+04  0.2549217E+04  0.2576601E+04
          147  0.1854546E+04  0.1872083E+04  0.1889620E+04  0.1907157E+04  0.1924694E+04  0.1954090E+04  0.1983485E+04  0.2012881E+04  0.2042276E+04  0.2071672E+04  0.2101068E+04  0.2130463E+04  0.2159859E+04  0.2189254E+04  0.2218650E+04  0.2248046E+04  0.2277441E+04  0.2306837E+04  0.2336232E+04  0.2365628E+04  0.2395023E+04  0.2424419E+04  0.2453815E+04  0.2483210E+04  0.2510592E+04  0.2537975E+04  0.2565357E+04  0.2592739E+04
          148  0.1868201E+04  0.1885705E+04  0.1903209E+04  0.1920713E+04  0.1938217E+04  0.1967685E+04  0.1997154E+04  0.2026622E+04  0.2056091E+04  0.2085560E+04  0.2115028E+04  0.2144497E+04  0.2173966E+04  0.2203434E+04  0.2232903E+04  0.2262372E+04  0.2291840E+04  0.2321309E+04  0.2350777E+04  0.2380246E+04  0.2409715E+04  0.2439183E+04  0.2468652E+04  0.2498121E+04  0.2525737E+04  0.2553354E+04  0.2580971E+04  0.2608587E+04
          149  0.1882083E+04  0.1899472E+04  0.1916860E+04  0.1934248E+04  0.1951637E+04  0.1981154E+04  0.2010672E+04  0.2040190E+04  0.2069707E+04  0.2099225E+04  0.2128742E+04  0.2158260E+04  0.2187778E+04  0.2217295E+04  0.2246813E+04  0.2276331E+04  0.2305848E+04  0.2335366E+04  0.2364884E+04  0.2394401E+04  0.2423919E+04  0.2453436E+04  0.2482954E+04  0.2512472E+04  0.2540311E+04  0.2568150E+04  0.2595989E+04  0.2623828E+04
