     Y                     1              2              3              4              5              6              7              8              9             10             11             12             13             14             15             16             17             18             19             20             21             22             23             24             25             26             27             28             29             30             31             32             33             34             35             36             37             38             39             40             41             42
          103  0.1214434E+06  0.1214590E+06  0.1214895E+06  0.1215183E+06  0.1215458E+06  0.1215664E+06  0.1215797E+06  0.1215934E+06  0.1216075E+06  0.1216219E+06  0.1216364E+06  0.1216511E+06  0.1216660E+06  0.1216809E+06  0.1216959E+06  0.1217109E+06  0.1217260E+06  0.1217410E+06  0.1217561E+06  0.1217712E+06  0.1217863E+06  0.1218013E+06  0.1218164E+06  0.1218314E+06  0.1218464E+06  0.1218613E+06  0.1218763E+06  0.1218912E+06  0.1219061E+06  0.1219209E+06  0.1219357E+06  0.1219506E+06  0.1219654E+06  0.1219802E+06  0.1219950E+06  0.1220097E+06  0.1220245E+06  0.1220393E+06  0.1220542E+06  0.1220757E+06  0.1221037E+06  0.1221176E+06
          104  0.1214691E+06  0.1214851E+06  0.1215164E+06  0.1215465E+06  0.1215757E+06  0.1215981E+06  0.1216111E+06  0.1216242E+06  0.1216376E+06  0.1216513E+06  0.1216651E+06  0.1216790E+06  0.1216931E+06  0.1217074E+06  0.1217217E+06  0.1217361E+06  0.1217505E+06  0.1217650E+06  0.1217795E+06  0.1217941E+06  0.1218087E+06  0.1218233E+06  0.1218379E+06  0.1218524E+06  0.1218670E+06  0.1218816E+06  0.1218961E+06  0.1219107E+06  0.1219252E+06  0.1219397E+06  0.1219542E+06  0.1219687E+06  0.1219831E+06  0.1219976E+06  0.1220121E+06  0.1220266E+06  0.1220410E+06  0.1220555E+06  0.1220700E+06  0.1220922E+06  0.1221214E+06  0.1221358E+06
          105  0.1214957E+06  0.1215118E+06  0.1215436E+06  0.1215746E+06  0.1216051E+06  0.1216276E+06  0.1216402E+06  0.1216529E+06  0.1216659E+06  0.1216790E+06  0.1216923E+06  0.1217057E+06  0.1217193E+06  0.1217330E+06  0.1217468E+06  0.1217607E+06  0.1217746E+06  0.1217887E+06  0.1218027E+06  0.1218169E+06  0.1218310E+06  0.1218452E+06  0.1218594E+06  0.1218735E+06  0.1218877E+06  0.1219019E+06  0.1219161E+06  0.1219303E+06  0.1219444E+06  0.1219586E+06  0.1219727E+06  0.1219869E+06  0.1220010E+06  0.1220151E+06  0.1220292E+06  0.1220433E+06  0.1220574E+06  0.1220715E+06  0.1220857E+06  0.1221090E+06  0.1221404E+06  0.1221556E+06
          106  0.1215223E+06  0.1215381E+06  0.1215698E+06  0.1216014E+06  0.1216333E+06  0.1216554E+06  0.1216675E+06  0.1216799E+06  0.1216924E+06  0.1217052E+06  0.1217180E+06  0.1217311E+06  0.1217443E+06  0.1217576E+06  0.1217710E+06  0.1217846E+06  0.1217982E+06  0.1218118E+06  0.1218256E+06  0.1218393E+06  0.1218531E+06  0.1218670E+06  0.1218808E+06  0.1218946E+06  0.1219085E+06  0.1219224E+06  0.1219362E+06  0.1219500E+06  0.1219638E+06  0.1219776E+06  0.1219914E+06  0.1220051E+06  0.1220188E+06  0.1220325E+06  0.1220462E+06  0.1220599E+06  0.1220736E+06  0.1220873E+06  0.1221010E+06  0.1221257E+06  0.1221600E+06  0.1221766E+06
          107  0.1215474E+06  0.1215628E+06  0.1215937E+06  0.1216255E+06  0.1216586E+06  0.1216814E+06  0.1216931E+06  0.1217051E+06  0.1217173E+06  0.1217298E+06  0.1217424E+06  0.1217552E+06  0.1217682E+06  0.1217813E+06  0.1217944E+06  0.1218077E+06  0.1218211E+06  0.1218345E+06  0.1218480E+06  0.1218615E+06  0.1218750E+06  0.1218886E+06  0.1219022E+06  0.1219157E+06  0.1219293E+06  0.1219429E+06  0.1219564E+06  0.1219699E+06  0.1219834E+06  0.1219968E+06  0.1220103E+06  0.1220236E+06  0.1220369E+06  0.1220502E+06  0.1220633E+06  0.1220765E+06  0.1220896E+06  0.1221026E+06  0.1221157E+06  0.1221416E+06  0.1221782E+06  0.1221961E+06
          108  0.1215691E+06  0.1215840E+06  0.1216144E+06  0.1216463E+06  0.1216805E+06  0.1217042E+06  0.1217159E+06  0.1217279E+06  0.1217402E+06  0.1217526E+06  0.1217652E+06  0.1217780E+06  0.1217909E+06  0.1218039E+06  0.1218170E+06  0.1218302E+06  0.1218434E+06  0.1218567E+06  0.1218700E+06  0.1218834E+06  0.1218967E+06  0.1219101E+06  0.1219235E+06  0.1219368E+06  0.1219502E+06  0.1219635E+06  0.1219768E+06  0.1219901E+06  0.1220033E+06  0.1220165E+06  0.1220296E+06  0.1220426E+06  0.1220555E+06  0.1220683E+06  0.1220810E+06  0.1220935E+06  0.1221058E+06  0.1221179E+06  0.1221297E+06  0.1221560E+06  0.1221936E+06  0.1222121E+06
          109  0.1215936E+06  0.1216075E+06  0.1216362E+06  0.1216667E+06  0.1217000E+06  0.1217239E+06  0.1217362E+06  0.1217486E+06  0.1217612E+06  0.1217739E+06  0.1217867E+06  0.1217996E+06  0.1218126E+06  0.1218257E+06  0.1218389E+06  0.1218520E+06  0.1218653E+06  0.1218785E+06  0.1218918E+06  0.1219051E+06  0.1219183E+06  0.1219316E+06  0.1219449E+06  0.1219581E+06  0.1219713E+06  0.1219845E+06  0.1219977E+06  0.1220107E+06  0.1220238E+06  0.1220367E+06  0.1220496E+06  0.1220624E+06  0.1220751E+06  0.1220877E+06  0.1221001E+06  0.1221124E+06  0.1221244E+06  0.1221362E+06  0.1221476E+06  0.1221731E+06  0.1222110E+06  0.1222300E+06
          110  0.1216246E+06  0.1216367E+06  0.1216619E+06  0.1216893E+06  0.1217192E+06  0.1217417E+06  0.1217547E+06  0.1217678E+06  0.1217809E+06  0.1217940E+06  0.1218072E+06  0.1218204E+06  0.1218337E+06  0.1218470E+06  0.1218603E+06  0.1218736E+06  0.1218869E+06  0.1219002E+06  0.1219134E+06  0.1219267E+06  0.1219400E+06  0.1219532E+06  0.1219664E+06  0.1219796E+06  0.1219928E+06  0.1220059E+06  0.1220189E+06  0.1220319E+06  0.1220449E+06  0.1220578E+06  0.1220706E+06  0.1220833E+06  0.1220959E+06  0.1221085E+06  0.1221210E+06  0.1221333E+06  0.1221456E+06  0.1221577E+06  0.1221698E+06  0.1221949E+06  0.1222330E+06  0.1222520E+06
          111  0.1216571E+06  0.1216672E+06  0.1216887E+06  0.1217124E+06  0.1217383E+06  0.1217588E+06  0.1217726E+06  0.1217864E+06  0.1218001E+06  0.1218138E+06  0.1218274E+06  0.1218410E+06  0.1218545E+06  0.1218681E+06  0.1218816E+06  0.1218950E+06  0.1219085E+06  0.1219219E+06  0.1219352E+06  0.1219486E+06  0.1219619E+06  0.1219751E+06  0.1219883E+06  0.1220015E+06  0.1220146E+06  0.1220277E+06  0.1220407E+06  0.1220537E+06  0.1220666E+06  0.1220795E+06  0.1220923E+06  0.1221050E+06  0.1221176E+06  0.1221302E+06  0.1221428E+06  0.1221552E+06  0.1221676E+06  0.1221800E+06  0.1221923E+06  0.1222175E+06  0.1222556E+06  0.1222746E+06
          112  0.1216905E+06  0.1216989E+06  0.1217168E+06  0.1217367E+06  0.1217581E+06  0.1217766E+06  0.1217911E+06  0.1218055E+06  0.1218198E+06  0.1218339E+06  0.1218479E+06  0.1218619E+06  0.1218757E+06  0.1218895E+06  0.1219032E+06  0.1219168E+06  0.1219304E+06  0.1219439E+06  0.1219574E+06  0.1219708E+06  0.1219841E+06  0.1219974E+06  0.1220106E+06  0.1220238E+06  0.1220369E+06  0.1220500E+06  0.1220630E+06  0.1220760E+06  0.1220889E+06  0.1221018E+06  0.1221146E+06  0.1221273E+06  0.1221400E+06  0.1221526E+06  0.1221652E+06  0.1221777E+06  0.1221902E+06  0.1222026E+06  0.1222150E+06  0.1222401E+06  0.1222781E+06  0.1222972E+06
          113  0.1217240E+06  0.1217314E+06  0.1217466E+06  0.1217629E+06  0.1217799E+06  0.1217961E+06  0.1218111E+06  0.1218260E+06  0.1218406E+06  0.1218551E+06  0.1218694E+06  0.1218836E+06  0.1218977E+06  0.1219116E+06  0.1219255E+06  0.1219392E+06  0.1219529E+06  0.1219665E+06  0.1219800E+06  0.1219935E+06  0.1220069E+06  0.1220202E+06  0.1220334E+06  0.1220466E+06  0.1220598E+06  0.1220729E+06  0.1220859E+06  0.1220989E+06  0.1221118E+06  0.1221246E+06  0.1221374E+06  0.1221502E+06  0.1221629E+06  0.1221755E+06  0.1221881E+06  0.1222007E+06  0.1222132E+06  0.1222256E+06  0.1222380E+06  0.1222631E+06  0.1223011E+06  0.1223201E+06
          114  0.1217557E+06  0.1217623E+06  0.1217758E+06  0.1217895E+06  0.1218036E+06  0.1218182E+06  0.1218334E+06  0.1218484E+06  0.1218632E+06  0.1218778E+06  0.1218923E+06  0.1219066E+06  0.1219207E+06  0.1219348E+06  0.1219487E+06  0.1219625E+06  0.1219762E+06  0.1219898E+06  0.1220034E+06  0.1220169E+06  0.1220303E+06  0.1220436E+06  0.1220568E+06  0.1220700E+06  0.1220832E+06  0.1220963E+06  0.1221093E+06  0.1221222E+06  0.1221352E+06  0.1221480E+06  0.1221608E+06  0.1221736E+06  0.1221863E+06  0.1221990E+06  0.1222116E+06  0.1222242E+06  0.1222367E+06  0.1222492E+06  0.1222616E+06  0.1222870E+06  0.1223250E+06  0.1223439E+06
          115  0.1217864E+06  0.1217922E+06  0.1218041E+06  0.1218161E+06  0.1218284E+06  0.1218423E+06  0.1218576E+06  0.1218727E+06  0.1218875E+06  0.1219022E+06  0.1219166E+06  0.1219309E+06  0.1219450E+06  0.1219590E+06  0.1219729E+06  0.1219867E+06  0.1220004E+06  0.1220140E+06  0.1220275E+06  0.1220410E+06  0.1220543E+06  0.1220676E+06  0.1220809E+06  0.1220940E+06  0.1221072E+06  0.1221202E+06  0.1221332E+06  0.1221462E+06  0.1221591E+06  0.1221719E+06  0.1221847E+06  0.1221975E+06  0.1222102E+06  0.1222228E+06  0.1222355E+06  0.1222481E+06  0.1222606E+06  0.1222732E+06  0.1222857E+06  0.1223114E+06  0.1223499E+06  0.1223689E+06
          116  0.1218202E+06  0.1218256E+06  0.1218361E+06  0.1218466E+06  0.1218569E+06  0.1218696E+06  0.1218846E+06  0.1218994E+06  0.1219140E+06  0.1219284E+06  0.1219426E+06  0.1219567E+06  0.1219706E+06  0.1219845E+06  0.1219982E+06  0.1220119E+06  0.1220255E+06  0.1220390E+06  0.1220524E+06  0.1220658E+06  0.1220791E+06  0.1220923E+06  0.1221055E+06  0.1221186E+06  0.1221317E+06  0.1221447E+06  0.1221577E+06  0.1221706E+06  0.1221835E+06  0.1221963E+06  0.1222091E+06  0.1222218E+06  0.1222345E+06  0.1222471E+06  0.1222597E+06  0.1222723E+06  0.1222848E+06  0.1222973E+06  0.1223097E+06  0.1223356E+06  0.1223746E+06  0.1223938E+06
          117  0.1218534E+06  0.1218586E+06  0.1218689E+06  0.1218790E+06  0.1218887E+06  0.1219004E+06  0.1219145E+06  0.1219284E+06  0.1219423E+06  0.1219561E+06  0.1219699E+06  0.1219836E+06  0.1219973E+06  0.1220108E+06  0.1220244E+06  0.1220378E+06  0.1220513E+06  0.1220646E+06  0.1220779E+06  0.1220912E+06  0.1221044E+06  0.1221176E+06  0.1221307E+06  0.1221437E+06  0.1221568E+06  0.1221697E+06  0.1221826E+06  0.1221955E+06  0.1222083E+06  0.1222211E+06  0.1222339E+06  0.1222466E+06  0.1222592E+06  0.1222718E+06  0.1222844E+06  0.1222969E+06  0.1223093E+06  0.1223217E+06  0.1223341E+06  0.1223601E+06  0.1223994E+06  0.1224189E+06
          118  0.1218825E+06  0.1218880E+06  0.1218989E+06  0.1219096E+06  0.1219201E+06  0.1219318E+06  0.1219449E+06  0.1219580E+06  0.1219713E+06  0.1219845E+06  0.1219978E+06  0.1220112E+06  0.1220245E+06  0.1220378E+06  0.1220511E+06  0.1220643E+06  0.1220776E+06  0.1220908E+06  0.1221040E+06  0.1221171E+06  0.1221302E+06  0.1221433E+06  0.1221563E+06  0.1221693E+06  0.1221823E+06  0.1221952E+06  0.1222081E+06  0.1222209E+06  0.1222337E+06  0.1222464E+06  0.1222591E+06  0.1222718E+06  0.1222844E+06  0.1222969E+06  0.1223095E+06  0.1223219E+06  0.1223344E+06  0.1223468E+06  0.1223591E+06  0.1223854E+06  0.1224252E+06  0.1224449E+06
          119  0.1219104E+06  0.1219162E+06  0.1219277E+06  0.1219390E+06  0.1219501E+06  0.1219618E+06  0.1219743E+06  0.1219870E+06  0.1219998E+06  0.1220127E+06  0.1220257E+06  0.1220387E+06  0.1220518E+06  0.1220649E+06  0.1220780E+06  0.1220911E+06  0.1221042E+06  0.1221173E+06  0.1221304E+06  0.1221434E+06  0.1221564E+06  0.1221694E+06  0.1221824E+06  0.1221953E+06  0.1222082E+06  0.1222211E+06  0.1222339E+06  0.1222467E+06  0.1222595E+06  0.1222722E+06  0.1222848E+06  0.1222974E+06  0.1223100E+06  0.1223225E+06  0.1223350E+06  0.1223474E+06  0.1223599E+06  0.1223722E+06  0.1223846E+06  0.1224112E+06  0.1224515E+06  0.1224715E+06
          120  0.1219354E+06  0.1219414E+06  0.1219533E+06  0.1219652E+06  0.1219771E+06  0.1219895E+06  0.1220020E+06  0.1220146E+06  0.1220273E+06  0.1220401E+06  0.1220529E+06  0.1220659E+06  0.1220788E+06  0.1220918E+06  0.1221049E+06  0.1221179E+06  0.1221309E+06  0.1221439E+06  0.1221569E+06  0.1221699E+06  0.1221829E+06  0.1221959E+06  0.1222088E+06  0.1222217E+06  0.1222346E+06  0.1222474E+06  0.1222602E+06  0.1222729E+06  0.1222857E+06  0.1222983E+06  0.1223109E+06  0.1223235E+06  0.1223360E+06  0.1223485E+06  0.1223609E+06  0.1223733E+06  0.1223856E+06  0.1223979E+06  0.1224102E+06  0.1224370E+06  0.1224778E+06  0.1224979E+06
          121  0.1219605E+06  0.1219665E+06  0.1219784E+06  0.1219904E+06  0.1220027E+06  0.1220156E+06  0.1220282E+06  0.1220410E+06  0.1220538E+06  0.1220667E+06  0.1220797E+06  0.1220926E+06  0.1221056E+06  0.1221186E+06  0.1221316E+06  0.1221447E+06  0.1221577E+06  0.1221707E+06  0.1221837E+06  0.1221967E+06  0.1222096E+06  0.1222226E+06  0.1222355E+06  0.1222484E+06  0.1222612E+06  0.1222741E+06  0.1222869E+06  0.1222996E+06  0.1223123E+06  0.1223250E+06  0.1223375E+06  0.1223501E+06  0.1223626E+06  0.1223750E+06  0.1223873E+06  0.1223995E+06  0.1224116E+06  0.1224237E+06  0.1224356E+06  0.1224619E+06  0.1225025E+06  0.1225228E+06
          122  0.1219879E+06  0.1219935E+06  0.1220048E+06  0.1220163E+06  0.1220281E+06  0.1220405E+06  0.1220536E+06  0.1220667E+06  0.1220798E+06  0.1220929E+06  0.1221060E+06  0.1221191E+06  0.1221322E+06  0.1221453E+06  0.1221584E+06  0.1221715E+06  0.1221845E+06  0.1221976E+06  0.1222106E+06  0.1222236E+06  0.1222366E+06  0.1222495E+06  0.1222625E+06  0.1222754E+06  0.1222883E+06  0.1223011E+06  0.1223139E+06  0.1223267E+06  0.1223394E+06  0.1223521E+06  0.1223648E+06  0.1223773E+06  0.1223898E+06  0.1224022E+06  0.1224145E+06  0.1224267E+06  0.1224388E+06  0.1224506E+06  0.1224622E+06  0.1224873E+06  0.1225267E+06  0.1225469E+06
          123  0.1220163E+06  0.1220214E+06  0.1220317E+06  0.1220422E+06  0.1220529E+06  0.1220651E+06  0.1220788E+06  0.1220923E+06  0.1221058E+06  0.1221191E+06  0.1221325E+06  0.1221457E+06  0.1221590E+06  0.1221722E+06  0.1221853E+06  0.1221984E+06  0.1222115E+06  0.1222246E+06  0.1222377E+06  0.1222507E+06  0.1222637E+06  0.1222767E+06  0.1222897E+06  0.1223027E+06  0.1223156E+06  0.1223285E+06  0.1223414E+06  0.1223543E+06  0.1223671E+06  0.1223799E+06  0.1223926E+06  0.1224053E+06  0.1224180E+06  0.1224306E+06  0.1224431E+06  0.1224555E+06  0.1224678E+06  0.1224799E+06  0.1224918E+06  0.1225157E+06  0.1225533E+06  0.1225728E+06
          124  0.1220468E+06  0.1220514E+06  0.1220606E+06  0.1220700E+06  0.1220794E+06  0.1220910E+06  0.1221050E+06  0.1221188E+06  0.1221325E+06  0.1221460E+06  0.1221594E+06  0.1221728E+06  0.1221861E+06  0.1221993E+06  0.1222125E+06  0.1222257E+06  0.1222388E+06  0.1222519E+06  0.1222650E+06  0.1222781E+06  0.1222911E+06  0.1223041E+06  0.1223172E+06  0.1223302E+06  0.1223432E+06  0.1223562E+06  0.1223691E+06  0.1223821E+06  0.1223951E+06  0.1224080E+06  0.1224209E+06  0.1224339E+06  0.1224468E+06  0.1224597E+06  0.1224726E+06  0.1224856E+06  0.1224985E+06  0.1225114E+06  0.1225244E+06  0.1225478E+06  0.1225833E+06  0.1226019E+06
          125  0.1220783E+06  0.1220826E+06  0.1220913E+06  0.1220999E+06  0.1221085E+06  0.1221195E+06  0.1221333E+06  0.1221469E+06  0.1221604E+06  0.1221738E+06  0.1221872E+06  0.1222005E+06  0.1222137E+06  0.1222269E+06  0.1222400E+06  0.1222532E+06  0.1222663E+06  0.1222794E+06  0.1222925E+06  0.1223056E+06  0.1223186E+06  0.1223317E+06  0.1223447E+06  0.1223578E+06  0.1223708E+06  0.1223839E+06  0.1223970E+06  0.1224100E+06  0.1224231E+06  0.1224362E+06  0.1224493E+06  0.1224625E+06  0.1224756E+06  0.1224889E+06  0.1225022E+06  0.1225156E+06  0.1225291E+06  0.1225428E+06  0.1225567E+06  0.1225810E+06  0.1226157E+06  0.1226331E+06
          126  0.1221088E+06  0.1221132E+06  0.1221220E+06  0.1221306E+06  0.1221392E+06  0.1221500E+06  0.1221631E+06  0.1221762E+06  0.1221893E+06  0.1222024E+06  0.1222155E+06  0.1222286E+06  0.1222417E+06  0.1222548E+06  0.1222678E+06  0.1222809E+06  0.1222940E+06  0.1223070E+06  0.1223201E+06  0.1223331E+06  0.1223462E+06  0.1223593E+06  0.1223723E+06  0.1223854E+06  0.1223985E+06  0.1224116E+06  0.1224247E+06  0.1224379E+06  0.1224510E+06  0.1224642E+06  0.1224774E+06  0.1224907E+06  0.1225040E+06  0.1225173E+06  0.1225308E+06  0.1225444E+06  0.1225581E+06  0.1225719E+06  0.1225860E+06  0.1226118E+06  0.1226481E+06  0.1226656E+06
          127  0.1221377E+06  0.1221423E+06  0.1221515E+06  0.1221605E+06  0.1221695E+06  0.1221802E+06  0.1221928E+06  0.1222055E+06  0.1222182E+06  0.1222311E+06  0.1222439E+06  0.1222568E+06  0.1222698E+06  0.1222827E+06  0.1222957E+06  0.1223087E+06  0.1223217E+06  0.1223347E+06  0.1223477E+06  0.1223607E+06  0.1223738E+06  0.1223868E+06  0.1223999E+06  0.1224130E+06  0.1224261E+06  0.1224392E+06  0.1224523E+06  0.1224654E+06  0.1224786E+06  0.1224918E+06  0.1225050E+06  0.1225183E+06  0.1225316E+06  0.1225449E+06  0.1225583E+06  0.1225718E+06  0.1225854E+06  0.1225990E+06  0.1226128E+06  0.1226400E+06  0.1226790E+06  0.1226977E+06
          128  0.1221649E+06  0.1221697E+06  0.1221792E+06  0.1221886E+06  0.1221980E+06  0.1222090E+06  0.1222215E+06  0.1222340E+06  0.1222466E+06  0.1222593E+06  0.1222720E+06  0.1222848E+06  0.1222976E+06  0.1223105E+06  0.1223234E+06  0.1223363E+06  0.1223492E+06  0.1223622E+06  0.1223752E+06  0.1223882E+06  0.1224012E+06  0.1224142E+06  0.1224273E+06  0.1224404E+06  0.1224535E+06  0.1224666E+06  0.1224797E+06  0.1224928E+06  0.1225060E+06  0.1225191E+06  0.1225323E+06  0.1225455E+06  0.1225587E+06  0.1225719E+06  0.1225851E+06  0.1225984E+06  0.1226116E+06  0.1226249E+06  0.1226382E+06  0.1226663E+06  0.1227075E+06  0.1227273E+06
          129  0.1221917E+06  0.1221966E+06  0.1222063E+06  0.1222160E+06  0.1222257E+06  0.1222369E+06  0.1222494E+06  0.1222619E+06  0.1222744E+06  0.1222870E+06  0.1222997E+06  0.1223124E+06  0.1223251E+06  0.1223379E+06  0.1223507E+06  0.1223636E+06  0.1223765E+06  0.1223894E+06  0.1224024E+06  0.1224154E+06  0.1224284E+06  0.1224415E+06  0.1224545E+06  0.1224676E+06  0.1224807E+06  0.1224938E+06  0.1225069E+06  0.1225201E+06  0.1225332E+06  0.1225463E+06  0.1225595E+06  0.1225726E+06  0.1225857E+06  0.1225987E+06  0.1226118E+06  0.1226247E+06  0.1226376E+06  0.1226504E+06  0.1226631E+06  0.1226917E+06  0.1227343E+06  0.1227550E+06
          130  0.1222189E+06  0.1222239E+06  0.1222337E+06  0.1222435E+06  0.1222533E+06  0.1222644E+06  0.1222768E+06  0.1222892E+06  0.1223017E+06  0.1223142E+06  0.1223268E+06  0.1223395E+06  0.1223522E+06  0.1223649E+06  0.1223777E+06  0.1223906E+06  0.1224035E+06  0.1224164E+06  0.1224294E+06  0.1224424E+06  0.1224554E+06  0.1224685E+06  0.1224816E+06  0.1224947E+06  0.1225078E+06  0.1225210E+06  0.1225341E+06  0.1225473E+06  0.1225604E+06  0.1225736E+06  0.1225867E+06  0.1225999E+06  0.1226130E+06  0.1226260E+06  0.1226390E+06  0.1226519E+06  0.1226647E+06  0.1226774E+06  0.1226899E+06  0.1227185E+06  0.1227617E+06  0.1227830E+06
          131  0.1222458E+06  0.1222507E+06  0.1222606E+06  0.1222704E+06  0.1222803E+06  0.1222913E+06  0.1223036E+06  0.1223159E+06  0.1223284E+06  0.1223409E+06  0.1223534E+06  0.1223660E+06  0.1223787E+06  0.1223915E+06  0.1224043E+06  0.1224171E+06  0.1224300E+06  0.1224430E+06  0.1224560E+06  0.1224690E+06  0.1224821E+06  0.1224952E+06  0.1225084E+06  0.1225216E+06  0.1225348E+06  0.1225480E+06  0.1225612E+06  0.1225745E+06  0.1225877E+06  0.1226010E+06  0.1226142E+06  0.1226275E+06  0.1226407E+06  0.1226539E+06  0.1226670E+06  0.1226801E+06  0.1226932E+06  0.1227061E+06  0.1227190E+06  0.1227473E+06  0.1227910E+06  0.1228128E+06
          132  0.1222715E+06  0.1222764E+06  0.1222863E+06  0.1222962E+06  0.1223063E+06  0.1223174E+06  0.1223296E+06  0.1223419E+06  0.1223543E+06  0.1223668E+06  0.1223793E+06  0.1223920E+06  0.1224047E+06  0.1224174E+06  0.1224303E+06  0.1224432E+06  0.1224561E+06  0.1224691E+06  0.1224822E+06  0.1224953E+06  0.1225084E+06  0.1225216E+06  0.1225349E+06  0.1225482E+06  0.1225615E+06  0.1225748E+06  0.1225882E+06  0.1226016E+06  0.1226150E+06  0.1226284E+06  0.1226419E+06  0.1226553E+06  0.1226688E+06  0.1226822E+06  0.1226956E+06  0.1227091E+06  0.1227224E+06  0.1227357E+06  0.1227490E+06  0.1227775E+06  0.1228218E+06  0.1228442E+06
          133  0.1222957E+06  0.1223008E+06  0.1223108E+06  0.1223210E+06  0.1223313E+06  0.1223425E+06  0.1223547E+06  0.1223670E+06  0.1223794E+06  0.1223919E+06  0.1224045E+06  0.1224171E+06  0.1224299E+06  0.1224427E+06  0.1224556E+06  0.1224686E+06  0.1224816E+06  0.1224947E+06  0.1225079E+06  0.1225211E+06  0.1225343E+06  0.1225476E+06  0.1225610E+06  0.1225744E+06  0.1225879E+06  0.1226014E+06  0.1226149E+06  0.1226285E+06  0.1226421E+06  0.1226558E+06  0.1226695E+06  0.1226832E+06  0.1226969E+06  0.1227107E+06  0.1227245E+06  0.1227383E+06  0.1227522E+06  0.1227660E+06  0.1227800E+06  0.1228088E+06  0.1228537E+06  0.1228767E+06
          134  0.1223185E+06  0.1223236E+06  0.1223339E+06  0.1223442E+06  0.1223547E+06  0.1223661E+06  0.1223784E+06  0.1223909E+06  0.1224034E+06  0.1224160E+06  0.1224287E+06  0.1224415E+06  0.1224543E+06  0.1224673E+06  0.1224803E+06  0.1224933E+06  0.1225065E+06  0.1225197E+06  0.1225329E+06  0.1225463E+06  0.1225597E+06  0.1225731E+06  0.1225866E+06  0.1226002E+06  0.1226138E+06  0.1226275E+06  0.1226413E+06  0.1226550E+06  0.1226689E+06  0.1226828E+06  0.1226967E+06  0.1227107E+06  0.1227248E+06  0.1227389E+06  0.1227531E+06  0.1227673E+06  0.1227815E+06  0.1227958E+06  0.1228103E+06  0.1228391E+06  0.1228840E+06  0.1229073E+06
          135  0.1223408E+06  0.1223459E+06  0.1223563E+06  0.1223666E+06  0.1223771E+06  0.1223886E+06  0.1224012E+06  0.1224138E+06  0.1224265E+06  0.1224393E+06  0.1224521E+06  0.1224650E+06  0.1224780E+06  0.1224910E+06  0.1225042E+06  0.1225173E+06  0.1225306E+06  0.1225439E+06  0.1225573E+06  0.1225708E+06  0.1225843E+06  0.1225980E+06  0.1226116E+06  0.1226254E+06  0.1226392E+06  0.1226531E+06  0.1226670E+06  0.1226810E+06  0.1226951E+06  0.1227093E+06  0.1227235E+06  0.1227378E+06  0.1227521E+06  0.1227666E+06  0.1227811E+06  0.1227956E+06  0.1228102E+06  0.1228248E+06  0.1228394E+06  0.1228677E+06  0.1229113E+06  0.1229339E+06
          136  0.1223630E+06  0.1223681E+06  0.1223784E+06  0.1223888E+06  0.1223993E+06  0.1224109E+06  0.1224235E+06  0.1224362E+06  0.1224490E+06  0.1224618E+06  0.1224748E+06  0.1224878E+06  0.1225009E+06  0.1225141E+06  0.1225273E+06  0.1225406E+06  0.1225540E+06  0.1225675E+06  0.1225810E+06  0.1225946E+06  0.1226083E+06  0.1226221E+06  0.1226359E+06  0.1226498E+06  0.1226638E+06  0.1226779E+06  0.1226920E+06  0.1227063E+06  0.1227206E+06  0.1227350E+06  0.1227495E+06  0.1227641E+06  0.1227788E+06  0.1227936E+06  0.1228085E+06  0.1228235E+06  0.1228386E+06  0.1228538E+06  0.1228690E+06  0.1228965E+06  0.1229378E+06  0.1229591E+06
          137  0.1223837E+06  0.1223889E+06  0.1223993E+06  0.1224098E+06  0.1224205E+06  0.1224324E+06  0.1224450E+06  0.1224577E+06  0.1224706E+06  0.1224836E+06  0.1224966E+06  0.1225098E+06  0.1225230E+06  0.1225363E+06  0.1225497E+06  0.1225631E+06  0.1225767E+06  0.1225903E+06  0.1226039E+06  0.1226177E+06  0.1226315E+06  0.1226454E+06  0.1226594E+06  0.1226735E+06  0.1226876E+06  0.1227019E+06  0.1227162E+06  0.1227306E+06  0.1227451E+06  0.1227598E+06  0.1227745E+06  0.1227894E+06  0.1228044E+06  0.1228195E+06  0.1228348E+06  0.1228503E+06  0.1228660E+06  0.1228820E+06  0.1228983E+06  0.1229263E+06  0.1229667E+06  0.1229873E+06
          138  0.1224024E+06  0.1224076E+06  0.1224183E+06  0.1224290E+06  0.1224399E+06  0.1224520E+06  0.1224649E+06  0.1224780E+06  0.1224911E+06  0.1225043E+06  0.1225176E+06  0.1225309E+06  0.1225443E+06  0.1225578E+06  0.1225713E+06  0.1225849E+06  0.1225986E+06  0.1226123E+06  0.1226261E+06  0.1226400E+06  0.1226539E+06  0.1226679E+06  0.1226820E+06  0.1226962E+06  0.1227105E+06  0.1227249E+06  0.1227393E+06  0.1227539E+06  0.1227686E+06  0.1227833E+06  0.1227982E+06  0.1228133E+06  0.1228284E+06  0.1228438E+06  0.1228593E+06  0.1228749E+06  0.1228908E+06  0.1229070E+06  0.1229235E+06  0.1229527E+06  0.1229944E+06  0.1230153E+06
