     zb                    1              2              3              4              5              6              7              8              9             10             11             12             13             14             15             16             17             18             19             20             21             22             23             24             25             26             27             28             29             30             31             32             33             34             35             36             37             38             39             40             41             42
          103  0.1780921E+02  0.8817532E+01  0.8701773E+01  0.6271966E+01  0.9563105E+01  0.1175422E+02  0.1100354E+02  0.1072429E+02  0.9901962E+01  0.1041617E+02  0.1008025E+02  0.6527580E+01  0.6802082E+01  0.6660301E+01  0.6151010E+01  0.6182911E+01  0.6129792E+01  0.5539124E+01  0.5316310E+01  0.5239308E+01  0.4968801E+01  0.4650361E+01  0.4740185E+01  0.4902111E+01  0.4827719E+01  0.4871364E+01  0.4616106E+01  0.4651612E+01  0.4857174E+01  0.5096119E+01  0.5035080E+01  0.4844879E+01  0.4393504E+01  0.4122408E+01  0.3730187E+01  0.4839716E+01  0.5221250E+01  0.7857759E+01  0.9887913E+01  0.1138563E+02  0.1354486E+02  0.1847433E+02
          104  0.1731818E+02  0.1046485E+02  0.9169644E+01  0.6509582E+01  0.9521826E+01  0.1168058E+02  0.1115508E+02  0.1020352E+02  0.9769143E+01  0.1003535E+02  0.9830018E+01  0.6024788E+01  0.6170940E+01  0.3794683E+01  0.3787322E+01  0.6225539E+01  0.5258686E+01  0.4686051E+01  0.5360786E+01  0.4950645E+01  0.4449140E+01  0.4328560E+01  0.4548774E+01  0.4741830E+01  0.4787119E+01  0.5094463E+01  0.4931730E+01  0.5004961E+01  0.5136363E+01  0.5523714E+01  0.5308861E+01  0.5135305E+01  0.4661482E+01  0.4330995E+01  0.4008251E+01  0.5809782E+01  0.7574884E+01  0.8746480E+01  0.8652758E+01  0.1108012E+02  0.1209771E+02  0.1806586E+02
          105  0.1657904E+02  0.9532986E+01  0.9069295E+01  0.6891592E+01  0.9971335E+01  0.1135164E+02  0.1124877E+02  0.1074963E+02  0.9949347E+01  0.9196251E+01  0.8042642E+01  0.5632852E+01  0.4912575E+01  0.2812519E+01  0.3469644E+01  0.5501997E+01  0.4663995E+01  0.4486782E+01  0.4498385E+01  0.5064157E+01  0.4964689E+01  0.4827505E+01  0.4956564E+01  0.5069290E+01  0.5144245E+01  0.5353755E+01  0.5355052E+01  0.5344469E+01  0.5539568E+01  0.5588645E+01  0.5563152E+01  0.5422601E+01  0.5289871E+01  0.5117517E+01  0.4991460E+01  0.4901592E+01  0.6327157E+01  0.7120686E+01  0.9026841E+01  0.1122310E+02  0.1217493E+02  0.1807392E+02
          106  0.1599153E+02  0.9330027E+01  0.8866701E+01  0.5573736E+01  0.1077758E+02  0.1147216E+02  0.1163397E+02  0.1146747E+02  0.1037223E+02  0.9000000E+01  0.7081532E+01  0.5585025E+01  0.4636498E+01  0.2874995E+01  0.3605285E+01  0.4474717E+01  0.4413941E+01  0.4307538E+01  0.4746471E+01  0.5022268E+01  0.5205951E+01  0.5245108E+01  0.5284787E+01  0.5402518E+01  0.5473516E+01  0.5599831E+01  0.5741649E+01  0.5711259E+01  0.5681979E+01  0.5672910E+01  0.5643471E+01  0.5606879E+01  0.5709934E+01  0.5608514E+01  0.5426221E+01  0.5239498E+01  0.6936115E+01  0.7160943E+01  0.9207275E+01  0.1120785E+02  0.1214995E+02  0.1806716E+02
          107  0.1568417E+02  0.9243661E+01  0.8725220E+01  0.6631135E+01  0.1066482E+02  0.1088031E+02  0.1015575E+02  0.9317830E+01  0.9092410E+01  0.8548271E+01  0.6663004E+01  0.4791794E+01  0.3665740E+01  0.2700000E+01  0.3000000E+01  0.4146848E+01  0.4030014E+01  0.4208102E+01  0.4514070E+01  0.5183214E+01  0.5262143E+01  0.5370657E+01  0.5501954E+01  0.5675752E+01  0.5752416E+01  0.5848053E+01  0.5885713E+01  0.5834733E+01  0.5832807E+01  0.5810406E+01  0.5711806E+01  0.5745790E+01  0.5976699E+01  0.5533263E+01  0.4986906E+01  0.6073993E+01  0.6487511E+01  0.7143590E+01  0.7952345E+01  0.1085833E+02  0.1137743E+02  0.1811122E+02
          108  0.1690680E+02  0.9024640E+01  0.8549773E+01  0.6343205E+01  0.8278301E+01  0.1039701E+02  0.8712555E+01  0.7235731E+01  0.7988952E+01  0.7696714E+01  0.6668801E+01  0.4303326E+01  0.2853765E+01  0.2666667E+01  0.2892945E+01  0.3611491E+01  0.3751198E+01  0.4051733E+01  0.4469260E+01  0.5032778E+01  0.5244048E+01  0.5440242E+01  0.5659800E+01  0.5808569E+01  0.5899104E+01  0.5930342E+01  0.5952666E+01  0.5909566E+01  0.5829524E+01  0.5850642E+01  0.5775018E+01  0.5722908E+01  0.5750188E+01  0.5395178E+01  0.5185155E+01  0.6289920E+01  0.7502556E+01  0.8338226E+01  0.8875310E+01  0.1086789E+02  0.1140925E+02  0.1798176E+02
          109  0.1508759E+02  0.8787060E+01  0.8363990E+01  0.6770178E+01  0.5391442E+01  0.1024989E+02  0.8657009E+01  0.6406167E+01  0.6743981E+01  0.6388647E+01  0.5936422E+01  0.3763454E+01  0.2587454E+01  0.2757359E+01  0.2999206E+01  0.3516872E+01  0.3826379E+01  0.4472515E+01  0.4788931E+01  0.5196435E+01  0.5403205E+01  0.5802778E+01  0.5958713E+01  0.5964501E+01  0.6008048E+01  0.6024083E+01  0.5972505E+01  0.5990998E+01  0.5919829E+01  0.5921501E+01  0.5754264E+01  0.5731881E+01  0.5780744E+01  0.5732633E+01  0.5578448E+01  0.6346358E+01  0.7161958E+01  0.7644360E+01  0.9932289E+01  0.1081502E+02  0.1168553E+02  0.1820249E+02
          110  0.1664475E+02  0.1122914E+02  0.8505832E+01  0.8109877E+01  0.5452714E+01  0.6752975E+01  0.7478369E+01  0.6120552E+01  0.5372112E+01  0.5285591E+01  0.4658935E+01  0.3740883E+01  0.3056658E+01  0.2908712E+01  0.3100594E+01  0.3453388E+01  0.3784500E+01  0.4288693E+01  0.5292341E+01  0.5450679E+01  0.5582095E+01  0.5587721E+01  0.5867742E+01  0.5953510E+01  0.6091632E+01  0.6058247E+01  0.6068006E+01  0.6097239E+01  0.6106927E+01  0.5988218E+01  0.5858821E+01  0.5935786E+01  0.5963494E+01  0.6302854E+01  0.6766247E+01  0.7067850E+01  0.6961070E+01  0.7984837E+01  0.1034307E+02  0.1085121E+02  0.1176649E+02  0.1831564E+02
          111  0.1838181E+02  0.1780090E+02  0.8747187E+01  0.8493431E+01  0.7398917E+01  0.5516173E+01  0.5606294E+01  0.5746210E+01  0.5312530E+01  0.4406490E+01  0.3974937E+01  0.3856646E+01  0.3396657E+01  0.2941377E+01  0.3179672E+01  0.3620223E+01  0.3911115E+01  0.4415684E+01  0.4914684E+01  0.5594357E+01  0.5510935E+01  0.5354826E+01  0.5382695E+01  0.5991165E+01  0.6146272E+01  0.6222795E+01  0.6243753E+01  0.6204246E+01  0.6326684E+01  0.6266911E+01  0.6039926E+01  0.6032400E+01  0.6444724E+01  0.6519363E+01  0.7259702E+01  0.7656432E+01  0.7139066E+01  0.8583510E+01  0.1052588E+02  0.1088200E+02  0.1147931E+02  0.1807892E+02
          112  0.1821360E+02  0.1846636E+02  0.9369619E+01  0.8960131E+01  0.6166573E+01  0.5755590E+01  0.5460264E+01  0.5149927E+01  0.5026846E+01  0.3361139E+01  0.2541681E+01  0.2289464E+01  0.2432191E+01  0.2602059E+01  0.3450983E+01  0.3859206E+01  0.4254025E+01  0.4657565E+01  0.5102464E+01  0.5662116E+01  0.5965716E+01  0.5962161E+01  0.6205954E+01  0.6476326E+01  0.6370497E+01  0.6460380E+01  0.6602034E+01  0.6448121E+01  0.6425015E+01  0.6514519E+01  0.6519129E+01  0.6636741E+01  0.6918376E+01  0.7377410E+01  0.7628805E+01  0.7474570E+01  0.7215620E+01  0.7440767E+01  0.9228421E+01  0.1091301E+02  0.1143961E+02  0.1792938E+02
          113  0.1770077E+02  0.1568686E+02  0.1057720E+02  0.9269265E+01  0.8953604E+01  0.4404286E+01  0.5584535E+01  0.4890474E+01  0.4573098E+01  0.1378486E+01  0.8906675E+00  0.1058339E+01  0.1377146E+01  0.1994167E+01  0.3256519E+01  0.4039509E+01  0.4491787E+01  0.4946927E+01  0.6450276E+01  0.6029157E+01  0.6070147E+01  0.6698443E+01  0.6561283E+01  0.7009832E+01  0.6564112E+01  0.6521124E+01  0.6867493E+01  0.6651436E+01  0.6570504E+01  0.6701967E+01  0.6907747E+01  0.7121007E+01  0.7333615E+01  0.7586212E+01  0.7625815E+01  0.7697931E+01  0.7299583E+01  0.6760229E+01  0.8797143E+01  0.1048080E+02  0.1143191E+02  0.1781980E+02
          114  0.1742360E+02  0.1477769E+02  0.9746136E+01  0.9710223E+01  0.9535379E+01  0.7769336E+01  0.4203834E+01  0.4744379E+01  0.1869750E+01  0.1190958E+01  0.8117357E+00  0.1100825E+01  0.1286677E+01  0.2185011E+01  0.2958067E+01  0.3940655E+01  0.5132506E+01  0.5590959E+01  0.6181652E+01  0.6048106E+01  0.6115124E+01  0.5845968E+01  0.6200000E+01  0.6628214E+01  0.6579343E+01  0.6615477E+01  0.6911212E+01  0.6927359E+01  0.7089138E+01  0.7212442E+01  0.7432524E+01  0.7498344E+01  0.7529942E+01  0.7869776E+01  0.8269535E+01  0.8046466E+01  0.7817962E+01  0.7448959E+01  0.1015702E+02  0.1068606E+02  0.1148933E+02  0.1793954E+02
          115  0.1754435E+02  0.1469717E+02  0.9990932E+01  0.9872458E+01  0.9689210E+01  0.8270680E+01  0.5832534E+01  0.3394608E+01  0.1245828E+00  0.5994660E+00  0.8666696E+00  0.1364817E+01  0.1628419E+01  0.2195726E+01  0.3422986E+01  0.4254895E+01  0.5181098E+01  0.6167011E+01  0.6190266E+01  0.6400734E+01  0.6389870E+01  0.6006812E+01  0.6088790E+01  0.6551686E+01  0.5949007E+01  0.5532040E+01  0.6719714E+01  0.6892402E+01  0.7626519E+01  0.7642889E+01  0.7466452E+01  0.7547404E+01  0.7673170E+01  0.8773838E+01  0.8583960E+01  0.7992457E+01  0.7644999E+01  0.7080310E+01  0.8515638E+01  0.1072440E+02  0.1141275E+02  0.1775981E+02
          116  0.1744017E+02  0.1431596E+02  0.1011694E+02  0.9865110E+01  0.9782827E+01  0.9099765E+01  0.7085808E+01  0.2519680E+01 -0.1552260E+01 -0.2883117E+00  0.6656464E+00  0.1337850E+01  0.1861124E+01  0.2266768E+01  0.3384140E+01  0.4611385E+01  0.5828999E+01  0.6320415E+01  0.6581570E+01  0.6483574E+01  0.6425566E+01  0.5941255E+01  0.6109417E+01  0.5958401E+01  0.6235794E+01  0.5999155E+01  0.6490885E+01  0.7311259E+01  0.7787972E+01  0.7613975E+01  0.7565763E+01  0.7776466E+01  0.8293385E+01  0.8426855E+01  0.8472977E+01  0.7783852E+01  0.7220059E+01  0.6951540E+01  0.8838855E+01  0.1077613E+02  0.1133144E+02  0.1774573E+02
          117  0.1686031E+02  0.1386571E+02  0.1052625E+02  0.1020594E+02  0.9966698E+01  0.9629199E+01  0.7008518E+01  0.1391477E+01 -0.1545983E+01 -0.1284194E+01  0.6630157E+00  0.1064788E+01  0.1981730E+01  0.2313403E+01  0.3038534E+01  0.4818314E+01  0.6288147E+01  0.6650324E+01  0.7088512E+01  0.6635947E+01  0.6572082E+01  0.6352243E+01  0.6765087E+01  0.6216377E+01  0.6043544E+01  0.6056464E+01  0.8044979E+01  0.7572936E+01  0.8157404E+01  0.7722799E+01  0.7692809E+01  0.7819965E+01  0.8262578E+01  0.8162313E+01  0.7723821E+01  0.7393318E+01  0.6916500E+01  0.6511137E+01  0.8605105E+01  0.1049968E+02  0.1119431E+02  0.1771709E+02
          118  0.1678122E+02  0.1398133E+02  0.1041530E+02  0.1001110E+02  0.9805728E+01  0.9605955E+01  0.6334606E+01  0.5811886E+00 -0.9235445E+00 -0.8208048E+00  0.7000000E+00  0.1275782E+01  0.2000000E+01  0.2556962E+01  0.3800000E+01  0.4316579E+01  0.6612957E+01  0.6921512E+01  0.7142357E+01  0.6374684E+01  0.6342924E+01  0.6253774E+01  0.5939450E+01  0.6596358E+01  0.5838464E+01  0.6313880E+01  0.7723241E+01  0.8147916E+01  0.8193816E+01  0.7709812E+01  0.7807306E+01  0.8328525E+01  0.8655238E+01  0.8292937E+01  0.7609460E+01  0.7439115E+01  0.7026154E+01  0.7008000E+01  0.9042815E+01  0.1048504E+02  0.1131634E+02  0.1784260E+02
          119  0.1678988E+02  0.1390638E+02  0.1023704E+02  0.9889699E+01  0.9772131E+01  0.8952406E+01  0.5021129E+01 -0.5000000E+00 -0.1124348E+01 -0.3507031E-01  0.7408951E+00  0.1306454E+01  0.2035341E+01  0.2333141E+01  0.3800000E+01  0.4500000E+01  0.5826283E+01  0.6682561E+01  0.7106870E+01  0.5595890E+01  0.6285628E+01  0.6059062E+01  0.6007874E+01  0.6743803E+01  0.6259221E+01  0.6990332E+01  0.8126558E+01  0.8109298E+01  0.7913022E+01  0.8146334E+01  0.8619724E+01  0.8882375E+01  0.8477107E+01  0.7752293E+01  0.6933510E+01  0.7385262E+01  0.7096036E+01  0.7297299E+01  0.8569981E+01  0.1051747E+02  0.1131663E+02  0.1790034E+02
          120  0.1695497E+02  0.1388129E+02  0.9646067E+01  0.9677241E+01  0.9208497E+01  0.5517007E+01  0.2121883E+01 -0.5197428E+00 -0.6374132E+00  0.9304951E-01  0.7602200E+00  0.1156227E+01  0.2053964E+01  0.2529544E+01  0.3145084E+01  0.4501217E+01  0.5780414E+01  0.7129285E+01  0.7088100E+01  0.6738101E+01  0.6255519E+01  0.5838547E+01  0.6015641E+01  0.6788763E+01  0.5632278E+01  0.7396499E+01  0.8437802E+01  0.8176849E+01  0.8139966E+01  0.8258087E+01  0.8568282E+01  0.7996333E+01  0.7874512E+01  0.7472137E+01  0.7315025E+01  0.7101580E+01  0.7218358E+01  0.8403849E+01  0.9297343E+01  0.1042742E+02  0.1164571E+02  0.1785122E+02
          121  0.1703469E+02  0.1392081E+02  0.9755564E+01  0.9359220E+01  0.9175060E+01  0.4790674E+01  0.1893465E+01 -0.5590271E+00 -0.1909818E+00  0.2593290E+00  0.6809506E+00  0.1028754E+01  0.1179125E+01  0.2563384E+01  0.2875669E+01  0.4147977E+01  0.5137578E+01  0.6047112E+01  0.6919250E+01  0.7054633E+01  0.7062328E+01  0.5640728E+01  0.5992249E+01  0.5957294E+01  0.6404519E+01  0.7231630E+01  0.8172310E+01  0.8242727E+01  0.8166155E+01  0.7394269E+01  0.7589168E+01  0.7706723E+01  0.7403560E+01  0.7163545E+01  0.6807539E+01  0.6691187E+01  0.6667300E+01  0.8682527E+01  0.9219854E+01  0.1028655E+02  0.1158865E+02  0.1780525E+02
          122  0.1692891E+02  0.1396019E+02  0.9856215E+01  0.9444559E+01  0.9243339E+01  0.7926805E+01  0.1988351E+01 -0.7397898E-01  0.1067813E+00  0.4821316E+00  0.8459586E+00  0.1000000E+01  0.1086919E+01  0.1948374E+01  0.2368750E+01  0.4004446E+01  0.4856578E+01  0.7258577E+01  0.7437422E+01  0.6889358E+01  0.5525011E+01  0.6087681E+01  0.6478712E+01  0.6294250E+01  0.7139847E+01  0.7314532E+01  0.7605720E+01  0.7204175E+01  0.6716812E+01  0.7024538E+01  0.7536024E+01  0.7128116E+01  0.6830968E+01  0.7056267E+01  0.6660844E+01  0.6495654E+01  0.7082358E+01  0.8570886E+01  0.8712230E+01  0.1017885E+02  0.1101122E+02  0.1773901E+02
          123  0.1706579E+02  0.1386476E+02  0.9917781E+01  0.9706262E+01  0.9460596E+01  0.5443280E+01  0.2000000E+01  0.1614684E+00  0.7197295E+00  0.9517059E+00  0.1187615E+01  0.1000000E+01  0.9865879E+00  0.1440788E+01  0.2035914E+01  0.4044580E+01  0.5350868E+01  0.6763197E+01  0.7029026E+01  0.7326515E+01  0.5821065E+01  0.6518473E+01  0.6199533E+01  0.6798486E+01  0.7585098E+01  0.7447387E+01  0.6941574E+01  0.6706996E+01  0.6764481E+01  0.6938103E+01  0.7168626E+01  0.7143522E+01  0.7143160E+01  0.6694345E+01  0.6688007E+01  0.6638721E+01  0.6831528E+01  0.8741955E+01  0.8633566E+01  0.1035841E+02  0.1105373E+02  0.1694858E+02
          124  0.1684889E+02  0.1375968E+02  0.9988532E+01  0.9695883E+01  0.9628399E+01  0.7251330E+01  0.3989779E+01  0.5248628E+00  0.9094525E+00  0.1304723E+01  0.1434691E+01  0.1061182E+01  0.8344271E+00  0.1006345E+01  0.1247032E+01  0.3937731E+01  0.5965895E+01  0.7055061E+01  0.6670071E+01  0.6657998E+01  0.6346846E+01  0.6920692E+01  0.6275639E+01  0.7446260E+01  0.7406023E+01  0.7559914E+01  0.7014283E+01  0.7010855E+01  0.7352770E+01  0.6759587E+01  0.6192976E+01  0.6711381E+01  0.6545199E+01  0.7374607E+01  0.6888069E+01  0.6562854E+01  0.7187448E+01  0.8412808E+01  0.9515388E+01  0.1002633E+02  0.1123182E+02  0.1590951E+02
          125  0.1708459E+02  0.1375804E+02  0.1039410E+02  0.9560349E+01  0.9283334E+01  0.5767348E+01  0.3869286E+01  0.1086867E+01  0.1282813E+01  0.1514239E+01  0.1564104E+01  0.8189728E+00  0.8832363E+00  0.6903888E+00  0.9358378E+00  0.3683241E+01  0.6841824E+01  0.6752004E+01  0.6471684E+01  0.6881806E+01  0.6282566E+01  0.7078868E+01  0.7247596E+01  0.6582318E+01  0.7464244E+01  0.7688604E+01  0.7197430E+01  0.7223590E+01  0.6623519E+01  0.6204521E+01  0.6607534E+01  0.6137133E+01  0.5333961E+01  0.6114560E+01  0.6324968E+01  0.6381025E+01  0.7401655E+01  0.8280310E+01  0.9033411E+01  0.1027033E+02  0.1082141E+02  0.1660794E+02
          126  0.1724132E+02  0.1521768E+02  0.9767547E+01  0.9911691E+01  0.9245991E+01  0.5531839E+01  0.3600000E+01  0.1763914E+01  0.1550000E+01  0.1572394E+01  0.1322772E+01  0.7026482E+00  0.4404081E+00  0.3903652E+00  0.8822807E+00  0.3085923E+01  0.5653302E+01  0.6714920E+01  0.7001477E+01  0.6857090E+01  0.6463965E+01  0.7057754E+01  0.6992163E+01  0.6484591E+01  0.7256272E+01  0.7317574E+01  0.7017364E+01  0.7000000E+01  0.6614150E+01  0.6935089E+01  0.6303088E+01  0.6247967E+01  0.6103111E+01  0.4790947E+01  0.6399251E+01  0.6662338E+01  0.7847760E+01  0.7618551E+01  0.8990816E+01  0.1026519E+02  0.1082457E+02  0.1580353E+02
          127  0.1708508E+02  0.1542003E+02  0.1003096E+02  0.9865818E+01  0.9629067E+01  0.6408975E+01  0.3315489E+01  0.1648773E+01  0.1588776E+01  0.1621774E+01  0.1425893E+01  0.9472348E+00  0.5890007E+00  0.1790108E+00  0.8000000E+00  0.3534398E+01  0.5500000E+01  0.6809710E+01  0.6452918E+01  0.6750703E+01  0.6475456E+01  0.7853450E+01  0.7781469E+01  0.7257590E+01  0.7006147E+01  0.6675926E+01  0.6797552E+01  0.7002682E+01  0.6514588E+01  0.5650974E+01  0.4896869E+01  0.4868218E+01  0.6194278E+01  0.6249446E+01  0.6490667E+01  0.6704888E+01  0.6730593E+01  0.7249002E+01  0.8954484E+01  0.1029142E+02  0.1084548E+02  0.1588416E+02
          128  0.1698419E+02  0.1378925E+02  0.1011286E+02  0.9695081E+01  0.9463613E+01  0.7661181E+01  0.2568174E+01  0.1867856E+01  0.1796251E+01  0.1757086E+01  0.1615283E+01  0.1026928E+01  0.4969001E+00  0.3966709E-01  0.6242352E+00  0.3876042E+01  0.5547184E+01  0.6751245E+01  0.6767523E+01  0.6493063E+01  0.6317327E+01  0.7073421E+01  0.7290933E+01  0.7383287E+01  0.7080500E+01  0.6616629E+01  0.6880808E+01  0.7296920E+01  0.6815086E+01  0.6362628E+01  0.4987583E+01  0.6165327E+01  0.5137595E+01  0.6343236E+01  0.6779112E+01  0.6702795E+01  0.7059854E+01  0.7326874E+01  0.9403633E+01  0.1029080E+02  0.1081946E+02  0.1638670E+02
          129  0.1697211E+02  0.1364167E+02  0.9921158E+01  0.9453113E+01  0.9341437E+01  0.8023596E+01  0.1956312E+01  0.2077256E+01  0.2029553E+01  0.1814819E+01  0.1669963E+01  0.9033851E+00  0.3797964E+00 -0.1466941E+00  0.1490755E+00  0.4512059E+01  0.5806972E+01  0.6542467E+01  0.7399913E+01  0.7318788E+01  0.5835942E+01  0.7586436E+01  0.7036734E+01  0.7028025E+01  0.7134687E+01  0.6794250E+01  0.6589602E+01  0.6376370E+01  0.6272313E+01  0.5238997E+01  0.5165012E+01  0.5444822E+01  0.5820878E+01  0.6699262E+01  0.6358512E+01  0.6095689E+01  0.6383723E+01  0.6601622E+01  0.8215715E+01  0.9864521E+01  0.1073660E+02  0.1399330E+02
          130  0.1690432E+02  0.1366853E+02  0.9780232E+01  0.9501746E+01  0.9369812E+01  0.8891009E+01  0.2437791E+01  0.1962678E+01  0.1954322E+01  0.1758243E+01  0.1490366E+01  0.1300000E+01  0.6317255E+00  0.4130889E-01  0.2878320E+00  0.1465709E+01  0.5779926E+01  0.6801777E+01  0.8013722E+01  0.7974343E+01  0.6423068E+01  0.7390164E+01  0.8346703E+01  0.6582983E+01  0.7386050E+01  0.7995186E+01  0.7745156E+01  0.4913156E+01  0.5129797E+01  0.4834381E+01  0.4634015E+01  0.5168370E+01  0.6375093E+01  0.6471980E+01  0.6514039E+01  0.6366470E+01  0.6594981E+01  0.6771434E+01  0.8608852E+01  0.9790451E+01  0.1068668E+02  0.1730208E+02
          131  0.1688032E+02  0.1380663E+02  0.1005436E+02  0.9725668E+01  0.9647077E+01  0.9354834E+01  0.2745131E+01  0.1649734E+01  0.1755882E+01  0.1570463E+01  0.1435379E+01  0.1294884E+01  0.9180035E+00  0.3382695E+00  0.2000000E+00  0.1195232E+01  0.4078613E+01  0.6729818E+01  0.7163100E+01  0.7738354E+01  0.7623272E+01  0.7572574E+01  0.7015987E+01  0.6789408E+01  0.6924418E+01  0.7002164E+01  0.7055631E+01  0.6609289E+01  0.5000000E+01  0.4983209E+01  0.4813677E+01  0.5577705E+01  0.6460422E+01  0.6906386E+01  0.6718862E+01  0.6814096E+01  0.6861359E+01  0.6717231E+01  0.7939119E+01  0.9722442E+01  0.1058557E+02  0.1755424E+02
          132  0.1690244E+02  0.1404197E+02  0.9989034E+01  0.9785290E+01  0.9524094E+01  0.9547344E+01  0.2589422E+01  0.1497529E+01  0.1559090E+01  0.1354600E+01  0.1314602E+01  0.1252038E+01  0.1084923E+01  0.9856782E+00  0.4288761E+00  0.1093387E+01  0.1856479E+01  0.6206351E+01  0.7742859E+01  0.6945234E+01  0.8013298E+01  0.7321514E+01  0.7379119E+01  0.6647131E+01  0.6967929E+01  0.6892093E+01  0.7262495E+01  0.7301204E+01  0.6759900E+01  0.7000717E+01  0.6171138E+01  0.5172861E+01  0.6629441E+01  0.6422224E+01  0.7019443E+01  0.6890000E+01  0.6854683E+01  0.6822196E+01  0.7102184E+01  0.9472402E+01  0.1021435E+02  0.1734985E+02
          133  0.1705945E+02  0.1370422E+02  0.1049882E+02  0.9610714E+01  0.9402552E+01  0.8910371E+01  0.3705077E+01  0.1465892E+01  0.1310226E+01  0.1285858E+01  0.1044113E+01  0.1339444E+01  0.1340490E+01  0.1314519E+01  0.7810892E+00  0.4908668E+00  0.9967547E+00  0.5959438E+01  0.7736064E+01  0.6479333E+01  0.6962993E+01  0.6850969E+01  0.7217387E+01  0.7944983E+01  0.6449706E+01  0.6265537E+01  0.7651490E+01  0.7336847E+01  0.5192012E+01  0.5237190E+01  0.6000946E+01  0.5928688E+01  0.6867800E+01  0.6521938E+01  0.6466975E+01  0.6551731E+01  0.6503625E+01  0.6446917E+01  0.6399599E+01  0.8843185E+01  0.9402001E+01  0.1713828E+02
          134  0.1728861E+02  0.1570156E+02  0.9938644E+01  0.9834268E+01  0.9525322E+01  0.9210063E+01  0.5431423E+01  0.1948203E+01  0.1568229E+01  0.1563345E+01  0.1377052E+01  0.1394810E+01  0.1306113E+01  0.1394104E+01  0.9798510E+00  0.4978320E+00  0.9927374E+00  0.3288922E+01  0.6715010E+01  0.7819819E+01  0.7220617E+01  0.6643846E+01  0.6582066E+01  0.6870104E+01  0.6687060E+01  0.6440698E+01  0.7539822E+01  0.7060697E+01  0.4979021E+01  0.6306025E+01  0.6533900E+01  0.6610103E+01  0.6383911E+01  0.6600846E+01  0.6748242E+01  0.6914027E+01  0.6699129E+01  0.6682322E+01  0.5726827E+01  0.8991561E+01  0.9240873E+01  0.1614342E+02
          135  0.1737408E+02  0.1665436E+02  0.9966189E+01  0.9842705E+01  0.9483907E+01  0.8278937E+01  0.3769197E+01  0.1826296E+01  0.1686387E+01  0.1845468E+01  0.1748404E+01  0.1706794E+01  0.1563667E+01  0.1487638E+01  0.1173931E+01  0.8746808E+00  0.1176454E+01  0.2293117E+01  0.5037569E+01  0.8246273E+01  0.7070235E+01  0.5772327E+01  0.6763165E+01  0.6974973E+01  0.7151797E+01  0.6758751E+01  0.6899934E+01  0.6568103E+01  0.6336848E+01  0.6399368E+01  0.6442361E+01  0.6827403E+01  0.7328923E+01  0.6626289E+01  0.6732610E+01  0.7048805E+01  0.6673982E+01  0.5944330E+01  0.5426580E+01  0.9005782E+01  0.9076607E+01  0.1597517E+02
          136  0.1729559E+02  0.1560272E+02  0.9842676E+01  0.9705997E+01  0.9464370E+01  0.7184799E+01  0.2498907E+01  0.1800000E+01  0.2033707E+01  0.2149811E+01  0.1884253E+01  0.2047332E+01  0.1770759E+01  0.1414550E+01  0.1285013E+01  0.1071181E+01  0.1286481E+01  0.2026519E+01  0.3078039E+01  0.6394000E+01  0.6742246E+01  0.6263568E+01  0.7633993E+01  0.7413781E+01  0.6885188E+01  0.6277328E+01  0.6711538E+01  0.6851894E+01  0.6260526E+01  0.5603660E+01  0.6193777E+01  0.6270296E+01  0.6503608E+01  0.6521808E+01  0.6592389E+01  0.6723112E+01  0.6715878E+01  0.5666440E+01  0.7952782E+01  0.8583853E+01  0.9381600E+01  0.1633626E+02
          137  0.1702785E+02  0.1396076E+02  0.1051953E+02  0.9394691E+01  0.9209243E+01  0.6514407E+01  0.1956295E+01  0.1984379E+01  0.2207961E+01  0.2370002E+01  0.2018277E+01  0.2117960E+01  0.1903660E+01  0.1487082E+01  0.1411380E+01  0.1279797E+01  0.1312956E+01  0.1743049E+01  0.2016197E+01  0.4385689E+01  0.6991716E+01  0.7357944E+01  0.7322384E+01  0.6957379E+01  0.5840128E+01  0.5844367E+01  0.6968723E+01  0.6898403E+01  0.5917799E+01  0.6163236E+01  0.6226045E+01  0.5887957E+01  0.6214804E+01  0.6112326E+01  0.5926199E+01  0.6734908E+01  0.6149687E+01  0.6348920E+01  0.6234905E+01  0.8077474E+01  0.9017663E+01  0.1690042E+02
          138  0.1722704E+02  0.1393007E+02  0.9577910E+01  0.9478484E+01  0.9291453E+01  0.6924233E+01  0.2594160E+01  0.2163740E+01  0.2365009E+01  0.2503463E+01  0.2374057E+01  0.2349325E+01  0.2068631E+01  0.1828720E+01  0.1740977E+01  0.1636708E+01  0.1638303E+01  0.2034924E+01  0.2974074E+01  0.4098618E+01  0.5042753E+01  0.6423841E+01  0.7637254E+01  0.7559707E+01  0.6646016E+01  0.6156626E+01  0.7363363E+01  0.6811430E+01  0.6452490E+01  0.6412098E+01  0.6920822E+01  0.6423203E+01  0.6780210E+01  0.6317637E+01  0.5993070E+01  0.6863937E+01  0.6009737E+01  0.5591064E+01  0.7456632E+01  0.8716145E+01  0.9134627E+01  0.1709683E+02
